표준노드ID,노드명,노드유형코드,회전제한여부,경도,위도,적용시작일자
1570196800,신우탑텍앞삼거리,101,0,128.419825,35.631027,2020-09-01
1570196900,응암리1310,101,0,128.420367,35.658009,2020-09-01
1570197000,응암리1312,101,0,128.42039,35.653424,2020-09-01
1570197100,응암리1220-8,101,0,128.421831,35.656795,2020-09-01
1570197200,대리1180,101,0,128.423343,35.661186,2020-09-01
1570197300,대리1090-10,101,0,128.423821,35.663506,2020-09-01
1570197301,대리547-1,101,1,128.42868,35.665133,2020-09-01
1570197400,응암리1220-20,101,0,128.423852,35.655386,2020-09-01
1570197401,응암리239-2,101,1,128.423293,35.65559,2020-09-01
1570197500,응암리1321,101,0,128.424733,35.647684,2020-09-01
1570197600,응암리1322,101,0,128.424765,35.64503,2020-09-01
1570197700,응암리1080-5,101,0,128.424769,35.642915,2020-09-01
1570197800,이노켐앞,101,0,128.424775,35.641979,2020-09-01
1570197900,에이스이엔지앞,101,0,128.424845,35.637416,2020-09-01
1570198000,현대종합상사앞,101,0,128.424873,35.633738,2020-09-01
1570198001,예현리771-6,101,0,128.427526,35.633764,2020-09-01
1570198002,내리764-13,101,0,128.424855,35.636093,2020-09-01
1570198100,삼원기공사앞,101,0,128.424901,35.631049,2020-09-01
1570198101,내리768-6,101,1,128.424884,35.632718,2020-09-01
1570198200,응암리241,101,0,128.426639,35.654331,2020-09-01
1570198201,응암리18-1,101,0,128.425768,35.65466,2020-09-01
1570198300,응암리1310,101,0,128.428096,35.653749,2020-09-01
1570198400,구지면응암리산73,101,0,128.428111,35.651791,2020-09-01
1570198500,응암리1319,101,0,128.428144,35.649815,2020-09-01
1570198600,응암리1321,101,0,128.428116,35.648257,2020-09-01
1570198700,응암리938-3,101,0,128.428218,35.642846,2020-09-01
1570198800,영원무역대구공장앞,101,1,128.429762,35.639874,2020-09-01
1570198801,예현리507-2,101,1,128.429759,35.64075,2020-09-01
1570198900,서영기공앞,101,0,128.429767,35.637421,2020-09-01
1570199000,영원기전앞,101,0,128.429786,35.633786,2020-09-01
1570199001,예현리524,101,1,128.429774,35.636093,2020-09-01
1570199100,신앙테크앞삼거리,101,0,128.429818,35.631081,2020-09-01
1570199200,구지면예현리320-15,102,0,128.430936,35.642732,2020-09-01
1570199300,한국소방기구제작소,101,1,128.43132,35.639898,2020-09-01
1570199400,케이유엠세현앞,102,0,128.431435,35.637423,2020-09-01
1570199500,세종인더스앞,102,0,128.431464,35.63378,2020-09-01
1570199600,이래CS대구공장앞,102,0,128.431482,35.631076,2020-09-01
1570199701,고봉리628-6,101,0,128.432564,35.653385,2020-09-01
1570199800,구지면고봉리산14-10,102,0,128.433967,35.648852,2020-09-01
1570199900,응암리1320,101,0,128.434285,35.651878,2020-09-01
1570200000,응암리1320,101,0,128.434277,35.650133,2020-09-01
1570200100,대영산업앞,102,0,128.434401,35.644323,2020-09-01
1570200200,고봉리900-7,101,0,128.434788,35.647322,2020-09-01
1570200201,고봉리226-1,101,0,128.434619,35.647572,2020-09-01
1570200300,대구농공단지입구,101,0,128.435238,35.646767,2020-09-01
1570200400,코멕스라텍스앞,101,0,128.436333,35.64537,2020-09-01
1570200500,속성변화점,103,0,128.438047,35.647331,2020-09-01
1570200600,평안교회,101,0,128.459795,35.863644,2020-09-01
1570200601,다사역(대구2호선),101,1,128.459135,35.865517,2020-09-01
1570200602,다사초등학교앞교차로,101,0,128.458362,35.867785,2020-09-01
1570200603,대구다사초등학교,101,0,128.45771,35.869533,2020-09-01
3610697000,최소노드배치점,107,0,128.869491,37.073818,2025-01-15
3610700400,최소노드배치점,107,0,128.457199,37.164245,2025-01-15
1570200604,매곡리693-6,101,0,128.459673,35.864673,2020-09-01
1570200700,죽곡리15,101,1,128.463761,35.860668,2020-09-01
1570200701,죽곡리2-1,101,1,128.464359,35.861792,2020-09-01
1570200800,대구왕선초등학교앞,101,1,128.464253,35.863682,2020-09-01
1570200801,매곡리1519-1,101,1,128.464426,35.865715,2020-09-01
1570200900,세천교남측,104,0,128.465146,35.866692,2020-09-01
1570201000,세천리1670-4,101,0,128.465734,35.875944,2020-09-01
1570201001,세천리1712,101,0,128.468196,35.876449,2020-09-01
1570201002,세천리1711,101,0,128.469432,35.87929,2020-09-01
1570201003,세천리1670-3,101,0,128.466069,35.877755,2020-09-01
1570201100,죽곡리242-2,101,1,128.465573,35.857365,2020-09-01
1570201101,죽곡리832,101,1,128.46427,35.858514,2020-09-01
1570201200,다사농협죽곡지점앞,101,0,128.466677,35.858191,2020-09-01
1570201201,죽곡리1546-2,101,0,128.464409,35.860193,2020-09-01
1570201202,죽곡리1547-10,101,0,128.466222,35.858601,2020-09-01
1570201203,대구매곡초등학교,101,0,128.467521,35.862375,2020-09-01
1570201204,대구왕선중학교,101,0,128.465959,35.863634,2020-09-01
1570201205,죽곡리1539,101,0,128.467459,35.860059,2020-09-01
1570201300,세천교북측,104,0,128.467446,35.869275,2020-09-01
1570201301,세천리1120,101,0,128.467796,35.869675,2020-09-01
1570201400,다사농협,101,0,128.468208,35.850012,2020-09-01
1570201401,죽곡리427,101,0,128.464372,35.853693,2020-09-01
1570201402,죽곡리836,101,1,128.464359,35.854669,2020-09-01
1570201403,죽곡리811-5,101,1,128.464646,35.856501,2020-09-01
1570201404,죽곡리821-3,101,0,128.469284,35.852735,2020-09-01
1570201405,죽곡리870,101,1,128.464459,35.852277,2020-09-01
1570201406,죽곡리854-3,101,1,128.467034,35.850019,2020-09-01
1570201407,죽곡리851-5,101,0,128.466246,35.850027,2020-09-01
1570201500,DGB대구은행앞,101,1,128.469303,35.871396,2020-09-01
1570201501,세천리1673-10,101,0,128.467821,35.872375,2020-09-01
1570201502,세천리1683-2,101,1,128.470471,35.872716,2020-09-01
1570201600,세천늪근린공원앞,102,0,128.469934,35.881115,2020-09-01
1570201700,세천리1664-4,101,0,128.470309,35.879411,2020-09-01
1570201800,세천리1668-4,101,1,128.471071,35.876991,2020-09-01
1570201801,세천리1722,101,1,128.470748,35.878016,2020-09-01
1570201900,다사파출소앞,101,1,128.471988,35.873449,2020-09-01
1570201901,세천리1728,101,1,128.471621,35.874933,2020-09-01
1570201902,세천리1633,101,1,128.474521,35.873874,2020-09-01
1570201903,세천리1708,101,1,128.473283,35.873666,2020-09-01
1570202100,세천리1709,101,0,128.47333,35.868804,2020-09-01
1570202101,세천리1687-1,101,0,128.470657,35.870465,2020-09-01
1570202102,세천리1731,101,1,128.47244,35.871907,2020-09-01
1570202103,세천리1694-1,101,0,128.476748,35.869875,2020-09-01
1570202104,세천리1688-4,101,1,128.472358,35.872183,2020-09-01
1570202105,세천리1709,101,0,128.473937,35.869009,2020-09-01
1570202106,세천리1733,101,1,128.475905,35.869749,2020-09-01
1570202200,세천리1590-5,101,1,128.477072,35.874283,2020-09-01
1570202300,속성변화점,103,0,128.477897,35.869955,2020-09-01
1570202301,세천리1743-2,101,0,128.477881,35.870513,2020-09-01
1570202302,세천리1702-12,101,0,128.477703,35.87205,2020-09-01
1570202303,세천리1636,101,0,128.477214,35.873846,2020-09-01
1570202304,세천리1702-1,101,0,128.477646,35.872537,2020-09-01
1570202400,드로아교회,101,0,128.477043,35.792432,2020-09-01
1570202500,세천리1578-9,101,1,128.479013,35.874598,2020-09-01
3600214400,대학리1205,101,1,128.827563,35.933079,2020-09-01
3600214500,대학리산16-2,101,0,128.828359,35.934979,2020-09-01
3600214600,대학리1196,101,0,128.828659,35.937348,2020-09-01
3690188400,관호리416-1,102,0,128.395776,36.016108,2020-09-01
3690188500,관호리939-5,101,0,128.392139,36.011758,2020-09-01
3690188600,관호리934-3,102,0,128.386164,36.019549,2020-09-01
3690188700,관호리910-12,102,0,128.38429,36.003193,2020-09-01
3690189300,죽전리574-1,101,0,128.379828,35.984903,2020-09-01
3690189500,죽전리254-3,101,0,128.383127,35.985253,2020-09-01
3690189600,죽전리275-1,101,0,128.38029,35.985636,2020-09-01
3690189700,죽전리202-3,101,0,128.38259,35.984061,2020-09-01
3690189800,죽전리204-1,101,0,128.38244,35.982637,2020-09-01
3690189900,기산면행정복지센터,101,0,128.383577,35.986061,2020-09-01
3690190000,죽전리218-2,101,0,128.383752,35.982903,2020-09-01
3690190100,죽전교차로,102,0,128.384227,35.982995,2020-09-01
3690206200,금남리149-2,101,0,128.405389,35.929976,2020-09-01
3690206300,금남리36-8,102,0,128.411713,35.929476,2020-09-01
3690206400,금남리283-1,102,0,128.411925,35.927918,2020-09-01
3690206500,낙산리1384,101,0,128.422996,35.929136,2020-09-01
3690206600,낙산리1383,101,0,128.419212,35.931509,2020-09-01
3690206700,낙산리1313,101,0,128.417262,35.931309,2020-09-01
3690206800,낙산리1313,101,0,128.417975,35.932009,2020-09-01
3690206900,속성변화점,103,0,128.41865,35.931584,2020-09-01
3690207000,속성변화점,103,0,128.421012,35.924443,2020-09-01
3690207100,낙산리695-9,101,0,128.408013,35.93705,2020-09-01
3690207200,낙산리695-7,101,0,128.406901,35.936892,2020-09-01
3690207300,낙산리743-2,101,0,128.404339,35.934516,2020-09-01
3690207400,노석리139-2,101,0,128.389602,35.953649,2020-09-01
3690207500,노석리952-1,102,0,128.384065,35.953223,2020-09-01
3690207900,왜관리1552,101,0,128.398676,35.978887,2020-09-01
3690208000,왜관리1552,101,0,128.398739,35.976187,2020-09-01
3690208100,왜관리1552,101,1,128.398714,35.977404,2020-09-01
3690208200,왜관리1551,101,0,128.400176,35.978987,2020-09-01
3690208300,왜관리1560,101,0,128.400201,35.977412,2020-09-01
3690208400,왜관리1560,101,0,128.401826,35.977421,2020-09-01
3690208500,왜관리1564,101,0,128.400226,35.976196,2020-09-01
3690208600,왜관리1561,101,0,128.400213,35.976837,2020-09-01
3690208700,왜관리1561,101,0,128.403776,35.976879,2020-09-01
3690208800,왜관리1561,101,0,128.401839,35.976871,2020-09-01
3690208900,왜관리1564,102,0,128.400239,35.974896,2020-09-01
3690209000,송정삼거리,101,0,128.481094,35.956682,2020-09-01
3690209100,송정리1315-2,101,0,128.474495,35.950791,2020-09-01
3690209200,송정리962-3,101,0,128.46972,35.943267,2020-09-01
3690209300,연화리746-6,102,0,128.460646,35.95859,2020-09-01
3690209400,신리501-2,101,0,128.487506,35.956865,2020-09-01
3690209500,신리582-2,101,0,128.482931,35.95699,2020-09-01
3690209600,-,102,0,128.479869,35.962981,2020-09-01
3690209700,신리888-1,102,0,128.487381,35.966431,2020-09-01
3690209800,금암리1382-1,101,0,128.553625,35.981796,2020-09-01
3690209900,송산리1485-18,101,0,128.553737,35.981171,2020-09-01
3690210000,동명면행정복지센터,101,0,128.553262,35.983888,2020-09-01
3690210100,송산리8-1,101,0,128.552288,35.981796,2020-09-01
3690210200,송산리18-1,102,0,128.551413,35.982921,2020-09-01
3690210300,동명고등학교,101,0,128.548788,35.984071,2020-09-01
3690210400,송산리80-1,101,0,128.548063,35.984096,2020-09-01
3690210500,송산리산27,102,0,128.542763,35.984762,2020-09-01
3690210600,송산리1487,101,0,128.547763,35.986304,2020-09-01
3690210700,송산리산133-7,101,0,128.508329,36.007635,2020-09-01
3690210800,송산리산133-19,102,0,128.504979,36.010426,2020-09-01
3690210900,연호리산63-3,101,0,128.506667,35.93431,2020-09-01
3690211000,연호리865-20,102,0,128.50483,35.93176,2020-09-01
3690211100,연호리산22-1,101,0,128.52039,35.927994,2020-09-01
3690211200,낙산리733,102,0,128.515479,35.93431,2020-09-01
3690211300,송정리31-6,102,0,128.473357,35.974655,2020-09-01
3690211400,백운리427-2,101,0,128.487905,36.017575,2020-09-01
3610240300,효령면 화계리 175-1,101,0,128.673433,37.026422,2025-01-15
3610620400,의흥면 원산리 1315,101,0,128.757669,37.060445,2025-01-15
3690211500,백운리산13-1,102,0,128.493067,36.015717,2020-09-01
3690211600,백운리423,102,0,128.489905,36.010992,2020-09-01
3690211700,창평리1036,101,0,128.492468,35.982321,2020-09-01
3690211800,창평리1059,102,0,128.487468,35.984512,2020-09-01
3690211900,봉암리836,102,0,128.544463,35.97768,2020-09-01
3690212000,금암리316-5,101,0,128.553995,35.985499,2020-09-01
3690212100,송산리200-9,102,0,128.549838,35.987229,2020-09-01
3690212400,속성변화점,103,0,128.573811,35.981355,2020-09-01
3690212600,남원리1203,102,0,128.577985,35.998953,2020-09-01
3690213100,남원리1175,101,0,128.586647,36.013893,2020-09-01
3690213300,남원리197-3,101,0,128.586147,36.011485,2020-09-01
3690213400,남원리396-3,101,0,128.579847,36.012851,2020-09-01
3690213500,남원리산173,102,0,128.576573,36.002869,2020-09-01
3690217400,노석리478-2,101,0,128.384279,35.953171,2020-09-01
3690217500,노석리661,102,0,128.377003,35.946316,2020-09-01
3690217600,금호리1190,101,0,128.441385,35.944065,2020-09-01
3690217700,금호리산89-5,102,0,128.435511,35.938434,2020-09-01
3690218200,달성군-칠곡군,105,0,128.462934,35.938748,2020-09-01
3690218400,다부터널,104,0,128.521196,36.037755,2020-09-01
3690218500,다부터널,104,0,128.528797,36.02967,2020-09-01
3690218600,북구-칠곡군,105,0,128.530663,35.930688,2020-09-01
3690218900,동명교,104,0,128.550924,35.980602,2020-09-01
3690219000,동명교,104,0,128.55121,35.98662,2020-09-01
3690219100,봉암리812,101,1,128.55208,35.97056,2020-09-01
3690219200,동구-칠곡군,105,0,128.609161,35.997277,2020-09-01
3860018000,청도군-밀양시,105,0,128.770553,35.569401,2020-09-01
3910019000,달성군-창녕군,105,0,128.380976,35.607836,2020-09-01
3910019600,청도군-창녕군,105,0,128.548954,35.618024,2020-09-01
3910020300,달성군-창녕군,105,0,128.489504,35.635956,2020-09-01
3910071100,달성군-창녕군,105,0,128.453934,35.637075,2020-09-01
3910180800,이방리992,102,0,128.437151,35.629185,2020-09-01
3910181200,달성군-창녕군,105,0,128.430064,35.621991,2020-09-01
3910181300,달성군-창녕군,105,0,128.43408,35.626238,2020-09-01
3690188100,석전리산82,102,0,128.400638,36.004451,2020-09-01
3600214601,덕촌리1088,101,0,128.828985,35.939877,2020-09-01
3600214700,덕촌리1083,101,0,128.82914,35.941075,2020-09-01
3600214800,대원리513,101,0,128.827415,35.860828,2020-09-01
3600214900,대학리619,101,0,128.829076,35.93189,2020-09-01
3600215000,대원금속앞,101,0,128.82744,35.858837,2020-09-01
3600215100,통돼지바베큐,101,1,128.828439,35.877051,2020-09-01
3600215200,송원섬유,101,1,128.828452,35.874693,2020-09-01
3600215300,공단4로187,101,1,128.828452,35.873852,2020-09-01
3600215400,한국다까노앞,101,1,128.828465,35.871577,2020-09-01
3600215500,성창직물,101,1,128.828402,35.868811,2020-09-01
3600215501,신상리1212,101,1,128.828427,35.869661,2020-09-01
3600215600,속성변화점,103,0,128.832689,35.940908,2020-09-01
3600215700,대화유니텍,101,0,128.831351,35.877604,2020-09-01
3600215800,제일산업,101,0,128.831227,35.871594,2020-09-01
3600215900,이노시프앞,101,0,128.831177,35.868886,2020-09-01
3600216000,신상리1190-6,101,0,128.831352,35.874677,2020-09-01
3600216100,케이에스인더스트리앞,101,1,128.831152,35.864561,2020-09-01
3600216101,신제리645,101,1,128.832927,35.864561,2020-09-01
3600216200,대원리508,101,0,128.831139,35.858845,2020-09-01
3600216300,대학교차로,101,1,128.833601,35.938452,2020-09-01
3600216400,신한섬유,101,1,128.833791,35.878077,2020-09-01
3600216500,신상리1214,101,0,128.833826,35.874693,2020-09-01
3600216600,신제리526,101,0,128.834865,35.868895,2020-09-01
3600216700,경산시근로자복지회관앞,101,1,128.834877,35.86457,2020-09-01
3600216701,신제리645,101,0,128.835969,35.864578,2020-09-01
3600216800,디비디,101,0,128.834957,35.858907,2020-09-01
3600216801,신제리647,101,1,128.834877,35.863462,2020-09-01
3600216802,신제리647,101,0,128.834902,35.86172,2020-09-01
3600216900,문천리산23-15,101,0,128.837951,35.87904,2020-09-01
3600217000,신제3삼거리,101,0,128.838026,35.868911,2020-09-01
3600217100,속성변화점,103,1,128.838056,35.864574,2020-09-01
3600217200,사월동643,102,0,128.724062,35.835572,2020-09-01
3600217300,중산동626,101,1,128.719912,35.833406,2020-09-01
3600217400,중산동623-1,102,0,128.718949,35.834181,2020-09-01
3600217500,중산동366-5,101,0,128.718962,35.831806,2020-09-01
3600217600,중산동255-1,102,0,128.718775,35.832564,2020-09-01
3600217700,중산동400-7,102,0,128.716862,35.831473,2020-09-01
3600217800,청천리325-1,102,0,128.759058,35.877709,2020-09-01
3600217900,박사리789-39,101,0,128.809753,35.964025,2020-09-01
3600218000,강학리산55-10,102,0,128.779581,35.945293,2020-09-01
3600218100,소월리1310-14,102,0,128.807191,35.949918,2020-09-01
3600218200,대한리632,101,0,128.761582,35.976282,2020-09-01
3600218300,대한리553-4,102,0,128.74822,35.985714,2020-09-01
3600218400,대한리산44-10,102,0,128.742921,35.978298,2020-09-01
3600218500,계전리775-24,102,0,128.838963,35.953535,2020-09-01
3600218600,상암교,104,0,128.842725,35.940486,2020-09-01
3600218700,상암교,104,0,128.842207,35.940453,2020-09-01
3600218800,동강리285-1,101,0,128.836463,35.951951,2020-09-01
3600218900,시천리600,101,0,128.842038,35.940428,2020-09-01
3600219000,시천리603-7,101,0,128.848237,35.931354,2020-09-01
3600219100,시천리26-1,101,1,128.842188,35.938678,2020-09-01
3600219200,시천리602-1,101,0,128.841413,35.939886,2020-09-01
3600219300,덕촌리697,101,0,128.838275,35.941686,2020-09-01
3600219400,덕촌리237-2,102,0,128.837338,35.944144,2020-09-01
3600219500,계당리884-1,101,0,128.852574,35.925655,2020-09-01
3600219600,계당리897-6,101,0,128.848325,35.924188,2020-09-01
3600219700,계당리790-6,102,0,128.848525,35.92178,2020-09-01
3600219800,교리106-3,102,0,128.815003,35.927471,2020-09-01
3600219900,대학리1202,101,0,128.822302,35.93477,2020-09-01
3600220000,대학리1209,101,0,128.822177,35.933803,2020-09-01
3600220100,대학리1213,101,0,128.824489,35.933612,2020-09-01
3600220200,대학리1211,101,0,128.820215,35.93327,2020-09-01
3600220300,대학리1211,101,0,128.822102,35.933112,2020-09-01
3600220400,대학리1213,101,0,128.824439,35.93292,2020-09-01
3600220500,대학리1214,101,0,128.826739,35.932979,2020-09-01
3600220600,대학리1213,101,1,128.822814,35.931662,2020-09-01
3600220700,한사리1213,102,0,128.822352,35.930987,2020-09-01
3600220800,내리리277,102,0,128.848525,35.8949,2020-09-01
3600220900,평사리2423-2,101,0,128.852137,35.895033,2020-09-01
3600221000,평사리2612,102,0,128.857637,35.890958,2020-09-01
3600221100,상림리571-1,101,0,128.838251,35.900332,2020-09-01
3600221200,상림리201-4,101,0,128.834826,35.900816,2020-09-01
3600221300,상림리6,102,0,128.838351,35.90824,2020-09-01
3600221400,상림리189-10,101,1,128.831511,35.902132,2020-09-01
3600221500,속성변화점,103,0,128.831189,35.902857,2020-09-01
3600221600,부림초등학교,101,0,128.825402,35.898407,2020-09-01
3600221700,양기리295-4,101,0,128.832651,35.893133,2020-09-01
3600221800,문천리산1-7,102,0,128.837051,35.893158,2020-09-01
3600221900,양기리418-2,102,0,128.833351,35.890075,2020-09-01
3600222000,북리186,102,0,128.826314,35.890342,2020-09-01
3600222100,환상리246-2,101,0,128.788043,35.881792,2020-09-01
3600222200,하양초등학교화성분교,101,1,128.79138,35.885359,2020-09-01
3600222300,환상리314,102,0,128.790693,35.881984,2020-09-01
3600222400,대조리849-2,101,0,128.795355,35.889575,2020-09-01
3600222500,대조리5-2,101,0,128.806716,35.894391,2020-09-01
3600222600,부기리607-3,102,0,128.815328,35.897657,2020-09-01
3600222700,대조리828-1,102,0,128.793817,35.891391,2020-09-01
3610278200,효령면 장기리 1067,101,0,128.609062,37.017934,2025-01-15
3600222800,현흥리737-1,101,0,128.780456,35.871777,2020-09-01
3600222900,현흥리737-1,101,0,128.780869,35.871927,2020-09-01
3600223000,환상리774-18,101,1,128.781556,35.874485,2020-09-01
3600223100,환상리500-18,101,0,128.780856,35.873702,2020-09-01
3600223200,환상리494-2,102,0,128.780156,35.874635,2020-09-01
3600223300,현흥리933,102,0,128.773669,35.869244,2020-09-01
3600223400,선화리44-2,101,0,128.79008,35.866669,2020-09-01
3600223500,선화리444-18,102,0,128.79083,35.863319,2020-09-01
3600223600,선화리1089,102,0,128.794718,35.865428,2020-09-01
3600223700,선화리808-5,101,0,128.797867,35.86996,2020-09-01
3600223800,선화리793-1,102,0,128.801504,35.870769,2020-09-01
3600223900,선화리720-28,101,0,128.798692,35.873502,2020-09-01
3600224000,선화리720-35,101,0,128.799967,35.874243,2020-09-01
3600224100,선화리708-7,101,0,128.800979,35.874835,2020-09-01
3600224200,선화리2229,101,0,128.802017,35.874577,2020-09-01
3600224300,선화리480-5,102,0,128.802004,35.87356,2020-09-01
3600224400,현흥리905,101,0,128.770907,35.862061,2020-09-01
3600224500,현흥리758-1,102,0,128.771595,35.863969,2020-09-01
3600224600,금구리799-1,102,0,128.748109,35.85247,2020-09-01
3600224700,신촌리339-2,101,0,128.787031,35.850713,2020-09-01
3600224800,신촌리339,101,0,128.785069,35.851471,2020-09-01
3600224900,인안리267-1,102,0,128.789181,35.858662,2020-09-01
3600225000,내리교,104,0,128.786806,35.850479,2020-09-01
3600225100,내리교,104,0,128.786256,35.849846,2020-09-01
3600225200,금구리1172,102,0,128.764408,35.854179,2020-09-01
3600225300,압량리189-2,102,0,128.76767,35.846313,2020-09-01
3600225400,갑제동367-5,101,0,128.768308,35.835072,2020-09-01
3600225500,갑제동9-1,101,0,128.773432,35.834964,2020-09-01
3600225600,당음리180-1,101,0,128.786844,35.830015,2020-09-01
3600225700,당음리263-3,102,0,128.790181,35.831731,2020-09-01
3600225800,당음리375-1,101,0,128.790293,35.82949,2020-09-01
3600225900,백안리184-7,101,0,128.79618,35.829582,2020-09-01
1510179400,율하동1400,101,0,128.688214,35.860736,2020-09-01
1510179500,도동978-405,101,0,128.657503,35.913051,2020-09-01
1510179600,율하동1289,101,0,128.691089,35.86526,2020-09-01
1510179700,율하동1300,101,0,128.691439,35.865144,2020-09-01
1510179800,신기동151-1,102,0,128.701888,35.873859,2020-09-01
1510179900,율하동1157,101,0,128.692114,35.866868,2020-09-01
1510180000,율하동1159,101,0,128.691902,35.86656,2020-09-01
1510180100,율하동1300,101,1,128.689889,35.862935,2020-09-01
1510180200,율하동1300,101,0,128.689289,35.862136,2020-09-01
1510180300,율하동1300,101,1,128.688977,35.860794,2020-09-01
1510180400,속성변화점,103,0,128.690064,35.864885,2020-09-01
1510180500,속성변화점,103,0,128.692326,35.867902,2020-09-01
1510180600,속성변화점,103,0,128.691452,35.866702,2020-09-01
1510180700,속성변화점,103,0,128.688289,35.862577,2020-09-01
1510180800,속성변화점,103,0,128.687902,35.861977,2020-09-01
1510180900,속성변화점,103,0,128.688127,35.861519,2020-09-01
1510181000,속성변화점,103,0,128.687852,35.861511,2020-09-01
1510181100,율하동1459,101,0,128.702626,35.86446,2020-09-01
1510181200,율하동1459,101,0,128.704413,35.863527,2020-09-01
1510181300,율하동1300,101,0,128.704388,35.861919,2020-09-01
1510181400,율하동1459,101,0,128.702563,35.86411,2020-09-01
1510181500,율원중학교,101,0,128.702251,35.862144,2020-09-01
1510181600,율원중학교,101,0,128.702526,35.862111,2020-09-01
1510181700,율하동1300,101,0,128.702976,35.862061,2020-09-01
1510181800,율하동1300,101,0,128.703451,35.862019,2020-09-01
1510181900,율하동1300,101,0,128.704,35.861961,2020-09-01
1510182000,율하동1459,101,0,128.702851,35.864077,2020-09-01
1510182100,율하동1459,101,0,128.703351,35.86391,2020-09-01
1510182200,율하동1459,101,0,128.703763,35.863777,2020-09-01
1510182300,율하동1459,101,0,128.70415,35.863635,2020-09-01
1510182400,율하동1459,101,0,128.704113,35.863086,2020-09-01
1510182500,율하동1459,101,0,128.704063,35.862677,2020-09-01
1510182600,율하동1459,101,0,128.703613,35.862727,2020-09-01
1510182700,율하동1544,101,0,128.703663,35.863152,2020-09-01
1510182800,속성변화점,103,0,128.701801,35.862261,2020-09-01
1510182900,신기동574,102,0,128.706159,35.867792,2020-09-01
1510183000,각산동913-2,101,0,128.710012,35.873443,2020-09-01
1510183100,각산동862-19,102,0,128.710125,35.875151,2020-09-01
1510183200,각산동928-21,101,0,128.711887,35.873084,2020-09-01
1510183300,각산동368-8,101,0,128.718287,35.872893,2020-09-01
1510183400,각산동393,102,0,128.715949,35.874834,2020-09-01
1510183500,각산동1177,101,0,128.716099,35.874634,2020-09-01
1510183600,각산동383-6,102,0,128.712737,35.874609,2020-09-01
1510183700,대구동부고등학교,101,0,128.717974,35.873526,2020-09-01
1510183800,신서동881,102,0,128.728261,35.874743,2020-09-01
1510183900,신서동885,102,0,128.726661,35.874051,2020-09-01
1510184000,신서동827-9,101,0,128.725486,35.874168,2020-09-01
1510184100,신서동818-1,101,0,128.725186,35.872651,2020-09-01
1510184200,신서동823-89,102,0,128.726073,35.872626,2020-09-01
1510184300,각산동226-9,101,0,128.720974,35.872785,2020-09-01
1510184400,각산동520-19,101,0,128.718362,35.875184,2020-09-01
1510184500,동호동340-30,101,0,128.721724,35.864086,2020-09-01
1510184600,동호동378-4,101,0,128.721598,35.864596,2020-09-01
1510184700,속성변화점,103,0,128.721061,35.864352,2020-09-01
1510184800,신서동552-22,101,0,128.73181,35.869743,2020-09-01
1510184900,동호동367-9,101,0,128.723624,35.86601,2020-09-01
1510185000,신서동530-6,101,0,128.725674,35.866694,2020-09-01
1510185100,동호동386-3,101,0,128.724086,35.865444,2020-09-01
1510185200,동호동385-3,101,0,128.723686,35.865302,2020-09-01
1510185300,신서동552-4,101,0,128.731985,35.869802,2020-09-01
1510185400,괴전동654,102,0,128.733485,35.868702,2020-09-01
1510185500,대구강동초등학교,101,0,128.730848,35.867602,2020-09-01
1510185600,신서동525-14,101,0,128.731311,35.867602,2020-09-01
1510185700,신서동525-12,101,0,128.731785,35.868502,2020-09-01
1510185800,신서동549-9,101,0,128.731635,35.870077,2020-09-01
1510185900,신서동543,101,0,128.730661,35.869343,2020-09-01
1510186000,신서동554-3,101,0,128.731086,35.869493,2020-09-01
1510186100,신서동553-3,101,0,128.731536,35.869643,2020-09-01
1510186200,대구강동초등학교,101,0,128.730848,35.868493,2020-09-01
1510186300,대구강동초등학교,101,0,128.731298,35.868502,2020-09-01
1510186400,신서동525-17,101,0,128.732098,35.863844,2020-09-01
1510186500,금강동629,102,0,128.731673,35.863094,2020-09-01
1510186600,괴전동123-4,101,0,128.733698,35.872851,2020-09-01
1510186700,속성변화점,103,0,128.723061,35.867119,2020-09-01
1510186800,속성변화점,103,0,128.723636,35.867319,2020-09-01
1510186900,속성변화점,103,0,128.725424,35.867185,2020-09-01
1510187000,속성변화점,103,0,128.724874,35.866977,2020-09-01
1510187100,신서동525-17,101,0,128.732098,35.864202,2020-09-01
1510187200,신서동525-21,101,0,128.731661,35.864544,2020-09-01
1510187300,신서동525-20,101,0,128.731211,35.864544,2020-09-01
1510187400,신서동525-16,101,0,128.730311,35.864544,2020-09-01
1510187500,신서동525-19,101,0,128.730773,35.864544,2020-09-01
1510187600,신서동525-16,101,0,128.730323,35.864036,2020-09-01
1510187700,금강동697-9,102,0,128.729861,35.864036,2020-09-01
1510187800,금강동751-1,101,0,128.730761,35.863661,2020-09-01
1510187900,금강동751-9,101,0,128.731211,35.863477,2020-09-01
1510188000,신서동525-27,101,0,128.731661,35.863477,2020-09-01
1510188100,금강동628,101,0,128.732111,35.863469,2020-09-01
3610284700,부계면 동산리 734-2,101,0,128.6786,36.948018,2025-01-15
1510188200,금강동579,101,0,128.733498,35.863569,2020-09-01
1510188300,신서동525-16,101,0,128.733485,35.863852,2020-09-01
1510188400,신서동525-16,101,0,128.733485,35.864211,2020-09-01
1510188500,괴전동545-1,101,0,128.73331,35.872835,2020-09-01
1510188600,괴전동545-1,101,0,128.733573,35.873551,2020-09-01
