표준노드ID,노드명,노드유형코드,회전제한여부,경도,위도,적용시작일자
1540104500,속성변화점,103,0,128.544827,35.904913,2020-09-01
1540104600,관음중학교,101,0,128.547376,35.941284,2020-09-01
1540104700,관음동산90-3,102,0,128.537689,35.934476,2020-09-01
1540104800,태전동345,102,0,128.546089,35.927969,2020-09-01
1540104900,태전동1068-6,101,0,128.547001,35.927902,2020-09-01
1540105000,대구태전초등학교,101,0,128.546051,35.929419,2020-09-01
1540105100,동아아울렛,101,0,128.549451,35.933243,2020-09-01
1540105200,칠곡네거리,101,0,128.547876,35.933502,2020-09-01
1560132900,용산동971,101,0,128.528903,35.85816,2020-09-01
1560133000,용산동979,101,0,128.524666,35.856202,2020-09-01
1560133100,용산동980,101,0,128.524516,35.855827,2020-09-01
1560133200,용산동981,101,0,128.524366,35.85546,2020-09-01
1560133300,용산동944-6,101,0,128.524616,35.854452,2020-09-01
1560133400,용산동945-6,101,0,128.524979,35.854452,2020-09-01
1560133500,용산동946-1,101,0,128.525366,35.85546,2020-09-01
1560133600,용산동942-6,101,0,128.524991,35.85546,2020-09-01
1560133700,용산동942-9,101,0,128.524616,35.855452,2020-09-01
1560133800,용산동939-6,101,0,128.525366,35.85621,2020-09-01
1560133900,용산동938-4,102,0,128.525366,35.857218,2020-09-01
1560134000,용산동980,101,0,128.525366,35.855827,2020-09-01
1560134100,용산1동행정복지센터,101,0,128.531591,35.856402,2020-09-01
1560134200,대구용산초등학교,101,0,128.531641,35.855619,2020-09-01
1560134300,용산중학교,101,0,128.531741,35.854385,2020-09-01
1560134400,용산동976,101,0,128.531366,35.854385,2020-09-01
1560134500,용산동975,101,0,128.530991,35.855619,2020-09-01
1560134600,대구용산초등학교,101,0,128.531141,35.855619,2020-09-01
1560134700,대구용산초등학교,101,0,128.531366,35.855619,2020-09-01
1560134800,용산1동행정복지센터,101,0,128.531153,35.856402,2020-09-01
1560134900,죽전동382,101,0,128.536253,35.856768,2020-09-01
1560135000,죽전동382,102,0,128.535853,35.856777,2020-09-01
1560135100,죽전동381,102,0,128.536253,35.858018,2020-09-01
1560135200,용산동238-5,102,0,128.531891,35.852569,2020-09-01
1560135300,장기동12-16,102,0,128.523101,35.851816,2020-09-01
1560135400,장기동809,102,0,128.524879,35.846745,2020-09-01
1560135500,장동34-4,101,0,128.524481,35.837911,2020-09-01
1560135600,장동98-2,102,0,128.518967,35.837587,2020-09-01
1560135700,장동77,102,0,128.517467,35.837346,2020-09-01
1560135800,장동873,101,0,128.525329,35.838046,2020-09-01
1560135900,장동873-3,101,0,128.527154,35.839362,2020-09-01
1560136000,장동873-3,101,0,128.526341,35.839237,2020-09-01
1560136100,장동873,101,0,128.525454,35.839129,2020-09-01
1560136200,장동98-9,101,0,128.524391,35.838937,2020-09-01
1560136300,장기동709,102,0,128.519654,35.838662,2020-09-01
1560136400,장동873,101,0,128.525379,35.840079,2020-09-01
1560136500,장동873,102,0,128.525154,35.84077,2020-09-01
1560136600,장동873-2,101,0,128.526204,35.840229,2020-09-01
1560136700,장기동581-8,101,0,128.524116,35.842053,2020-09-01
1560136800,장동873-3,101,0,128.527041,35.840862,2020-09-01
1560136900,장동873-3,101,0,128.527191,35.83992,2020-09-01
1560137000,장기동844-1,101,0,128.524854,35.84217,2020-09-01
1560137100,장기동844-3,101,0,128.526704,35.841703,2020-09-01
1560137200,장기동844-3,101,0,128.526216,35.842395,2020-09-01
1560137300,장기동581-8,101,1,128.524566,35.843362,2020-09-01
1560137400,장기동844-1,101,0,128.524679,35.842903,2020-09-01
1560137500,장기동466-3,101,0,128.523866,35.843137,2020-09-01
1560137600,장기동647,102,0,128.520492,35.841637,2020-09-01
1560137700,장기동381-2,102,0,128.523829,35.845345,2020-09-01
1560137800,본리동1209-5,101,0,128.530216,35.838479,2020-09-01
1560137900,본리동1215-15,101,0,128.529803,35.83847,2020-09-01
1560138000,본리동1207-8,101,0,128.529803,35.839595,2020-09-01
1560138100,본리동1205-2,101,0,128.530216,35.839962,2020-09-01
1560138200,본리동1205-2,101,0,128.529404,35.839962,2020-09-01
1560138300,본리동1212-5,101,0,128.529404,35.839587,2020-09-01
1560138400,본리동1209-5,101,0,128.530203,35.839604,2020-09-01
1560138500,본리동1212-5,101,0,128.529404,35.83847,2020-09-01
1560138600,감천네거리,101,0,128.529804,35.837571,2020-09-01
1560138700,본리동1198-16,101,0,128.530228,35.84032,2020-09-01
1560138800,본리동1205-1,101,0,128.529404,35.84032,2020-09-01
1560138900,본리동1198-16,101,0,128.529828,35.84032,2020-09-01
1560139000,본리동1198-16,101,0,128.529816,35.841378,2020-09-01
1560139100,본리동1196,102,0,128.529828,35.841703,2020-09-01
1560139200,장기동823-17,101,0,128.528591,35.842087,2020-09-01
1560139300,장기동823-17,101,0,128.528991,35.842145,2020-09-01
1560139400,장기동825-5,102,0,128.528279,35.842037,2020-09-01
1560139500,장기동822-15,101,0,128.529403,35.842212,2020-09-01
1560139600,장기동818-10,101,0,128.529828,35.842278,2020-09-01
1560139700,장기동행정복지센터,101,0,128.529828,35.84317,2020-09-01
1560139800,장기동행정복지센터,101,0,128.529391,35.84317,2020-09-01
1560139900,장기동행정복지센터,101,0,128.528991,35.84317,2020-09-01
1560140000,장기동816-11,101,0,128.528579,35.843162,2020-09-01
1560140100,월성동1837,101,1,128.522254,35.826347,2020-09-01
1560140200,장기동823-17,101,0,128.528591,35.842845,2020-09-01
1560140300,속성변화점,103,0,128.530041,35.842312,2020-09-01
1560140400,속성변화점,103,0,128.527729,35.84317,2020-09-01
1560140500,월성동1799,101,0,128.525029,35.835654,2020-09-01
1560140600,월성동1799-2,101,0,128.524342,35.834171,2020-09-01
1560140700,월성동977-1,102,0,128.520254,35.827688,2020-09-01
1560140800,월성동1799-2,101,0,128.523842,35.834496,2020-09-01
1560140900,월성동1790,101,0,128.522462,35.834834,2020-09-01
1560141000,월성동1789,101,0,128.520242,35.832713,2020-09-01
1560141100,속성변화점,103,0,128.523629,35.833479,2020-09-01
1560141200,속성변화점,103,0,128.520992,35.831421,2020-09-01
1560141300,조암초등학교,101,0,128.527479,35.82438,2020-09-01
1560141400,조암초등학교,101,0,128.527857,35.823966,2020-09-01
1560141500,월성동535-3,101,0,128.528666,35.823081,2020-09-01
1560141600,월성남네거리,102,0,128.532278,35.822347,2020-09-01
1560141700,월성동790-1,101,1,128.524454,35.824847,2020-09-01
1560141800,월성동790-1,101,0,128.522754,35.82598,2020-09-01
1560141900,월성동994-3,102,0,128.520754,35.826147,2020-09-01
1560142000,대구월암초등학교,102,0,128.5225,35.828723,2020-09-01
1560142100,월암동218-8,102,0,128.519992,35.82543,2020-09-01
1560142200,월성동1882,102,0,128.520417,35.820889,2020-09-01
1560142300,대천동341,101,0,128.51673,35.820172,2020-09-01
1560142400,유천동46,101,1,128.51523,35.818689,2020-09-01
1560142500,유천동46,101,0,128.51438,35.817939,2020-09-01
1560142600,유천동204,101,0,128.513518,35.817181,2020-09-01
1560142700,유천동614,102,0,128.514368,35.819281,2020-09-01
1560142800,대천동1039,101,0,128.517792,35.819531,2020-09-01
1560142900,유천동599,101,0,128.520667,35.814981,2020-09-01
1560143000,유천동582,101,0,128.52058,35.81429,2020-09-01
1560143100,대천동566-1,102,0,128.524754,35.818198,2020-09-01
1560143200,진천동810-4,102,0,128.529479,35.817406,2020-09-01
1560143300,월성동1329,102,0,128.527316,35.820406,2020-09-01
1560143400,월성동1317-1,102,0,128.527616,35.819139,2020-09-01
1560143500,상인동1477,102,0,128.537791,35.810049,2020-09-01
1560143600,상인동1473,102,0,128.540578,35.812415,2020-09-01
1560143700,상인동1332-15,102,0,128.540053,35.809657,2020-09-01
1560143800,상인동951,102,0,128.548215,35.816848,2020-09-01
1560143900,상인동1551-1,101,0,128.547477,35.811307,2020-09-01
1560144000,대곡동411,102,0,128.526792,35.807516,2020-09-01
3610003402,가암삼거리,101,0,128.862364,37.071529,2025-01-15
1560144100,대곡동1140,101,0,128.523342,35.806257,2020-09-01
1560144200,대구대진초등학교,101,1,128.521205,35.806324,2020-09-01
1560144300,대구대진초등학교,102,0,128.521194,35.80711,2020-09-01
1560144400,대진중학교,101,0,128.520092,35.806241,2020-09-01
1560144500,대진중학교,101,0,128.51953,35.806191,2020-09-01
1560144600,대진중학교,101,0,128.51898,35.806157,2020-09-01
1560144700,대곡동1014-2,101,0,128.51953,35.806916,2020-09-01
1560144800,대진고등학교,101,0,128.517342,35.806057,2020-09-01
1560144900,대곡동1040-1,102,0,128.518417,35.803008,2020-09-01
1540117100,구암동841-4,101,0,128.566787,35.934885,2020-09-01
3570732700,간단하지만특별한화피디Cafe,101,0,128.936479,35.972861,2020-09-01
3570732800,국민건강보험공단영천지사,101,0,128.933309,35.973024,2020-09-01
3570732900,중앙동주민센터,101,0,128.930207,35.973058,2020-09-01
3570733000,영천고교앞교차로,101,0,128.943271,35.973169,2020-09-01
3570733100,스타어린이집,101,0,128.930697,35.973291,2020-09-01
3570733200,국민건강보험공단영천지사,101,0,128.933873,35.973323,2020-09-01
3570733300,영천시청앞교차로,101,0,128.937713,35.973497,2020-09-01
3570733400,삼산무지개타운아파트앞교차로,101,0,128.934354,35.973536,2020-09-01
3570733500,화룡삼거리,101,0,128.913463,35.973616,2020-09-01
3570733600,중앙동사무소앞교차로,101,0,128.929731,35.973673,2020-09-01
3570733700,영천시민교회,101,0,128.931684,35.973698,2020-09-01
3570733800,속성변화점,103,0,128.935789,35.973812,2020-09-01
3570733900,사일온천,102,0,128.869881,35.973835,2020-09-01
3570734000,영천시민교회,101,0,128.9321,35.973873,2020-09-01
3570734100,중앙동주민센터,101,0,128.930269,35.973918,2020-09-01
3570734200,문화아파트앞교차로,101,0,128.945178,35.973948,2020-09-01
3570734300,선우타운빌라앞교차로,101,0,128.938781,35.974004,2020-09-01
3570734400,LX한국국토정보공사영천시지사,101,0,128.932548,35.974077,2020-09-01
3570734500,영천중교앞교차로,101,0,128.929441,35.974131,2020-09-01
3570734600,스타어린이집,101,0,128.930937,35.974211,2020-09-01
3570734700,서라벌예술어린이집앞교차로,101,0,128.933119,35.974354,2020-09-01
3570734800,LX한국국토정보공사영천시지사,101,0,128.932312,35.974428,2020-09-01
3570734900,하늘나무교회,101,0,128.930574,35.974695,2020-09-01
3570735000,LX한국국토정보공사영천시지사,101,0,128.932057,35.974781,2020-09-01
3570735100,무궁화타운아파트앞교차로,101,0,128.940576,35.97488,2020-09-01
3570735200,동부주유소앞교차로,101,0,128.947982,35.975093,2020-09-01
3570735201,망정동173-2,101,1,128.949567,35.975498,2020-09-01
3570735300,화룡동산40-2,102,0,128.921636,35.975099,2020-09-01
3570735400,하늘나무교회,101,0,128.931692,35.975289,2020-09-01
3570735500,동부동사무소앞교차로,101,0,128.941631,35.975377,2020-09-01
3570735600,화룡교,104,0,128.911308,35.975626,2020-09-01
3570735700,영천청구타운3차앞교차로,101,0,128.939891,35.975861,2020-09-01
3570735800,신망정사거리,101,1,128.953569,35.976249,2020-09-01
3570735900,화룡교,104,0,128.910544,35.976328,2020-09-01
3570736100,명림당,102,0,128.942049,35.976802,2020-09-01
3570736200,속성변화점,103,0,128.958932,35.977271,2020-09-01
3570736400,속성변화점,103,0,128.946858,35.977497,2020-09-01
3570736600,속성변화점,103,0,128.91815,35.977869,2020-09-01
3570737400,영천시-경산시,105,0,128.794658,35.98269,2020-09-01
3570738100,영천농협창신로지점,101,0,128.951749,35.98579,2020-09-01
3570738200,영천창신타운아파트앞교차로,101,0,128.954893,35.986143,2020-09-01
3570738201,망정동8-6,101,0,128.957424,35.986392,2020-09-01
3570738300,신한화섬앞교차로,101,0,128.959131,35.98656,2020-09-01
3570738400,일승섬유앞교차로,101,0,128.960843,35.986726,2020-09-01
3570738700,유니트론앞교차로,101,0,128.958815,35.98857,2020-09-01
3570738800,청솔아파트교차로,101,0,128.954494,35.988581,2020-09-01
3570738900,유성교역영천공장앞교차로,101,0,128.960522,35.988732,2020-09-01
3570739000,영천좋은교회,101,0,128.957001,35.988881,2020-09-01
3570739600,치일리423-14,102,0,128.794295,35.990158,2020-09-01
3570739700,리라잉글리쉬어린이집,102,0,128.951752,35.99021,2020-09-01
3570739800,영천인터불고코아루아파트,101,0,128.954174,35.990545,2020-09-01
3570739900,영천시농업기술센터,102,0,128.925598,35.990712,2020-09-01
3570740000,속성변화점,103,0,128.960237,35.990724,2020-09-01
3570740100,치일교,104,0,128.799026,35.990993,2020-09-01
3570740200,치일교,104,0,128.798879,35.991227,2020-09-01
3570740400,지곡교,104,0,128.801651,35.991576,2020-09-01
3570740500,한솔어린이집,101,0,128.956499,35.991743,2020-09-01
3570740700,지곡교,104,0,128.801624,35.991804,2020-09-01
3570740800,은해사교차로,101,0,128.801574,35.993031,2020-09-01
3570740801,청통CC교차로,101,0,128.814613,35.994967,2020-09-01
3570740900,우담도예전시실입구교차로,101,0,128.818762,35.995752,2020-09-01
3570741000,애련교,104,0,128.807105,35.998248,2020-09-01
3570741100,애련교,104,0,128.807507,35.998292,2020-09-01
3570741200,속성변화점,103,0,128.812684,35.998588,2020-09-01
3570741300,속성변화점,103,0,128.81475,35.998596,2020-09-01
3570741400,애련리96-3,102,0,128.80488,35.998922,2020-09-01
3570741500,우천교,104,0,128.883469,35.999782,2020-09-01
3570741600,우천교,104,0,128.883807,36.000249,2020-09-01
3570741800,영북교,104,0,128.92239,36.001372,2020-09-01
3570741900,영북교,104,0,128.921278,36.001749,2020-09-01
3570742200,계지1교,104,0,128.819196,36.002238,2020-09-01
3570742300,계지1교,104,0,128.819464,36.00248,2020-09-01
3570743500,용내교,102,0,128.829605,36.011711,2020-09-01
3570755300,대창면보건소앞교차로,101,0,128.894628,35.874864,2020-09-01
3570755301,대창리893-2,101,0,128.886777,35.875976,2020-09-01
3570755400,사리리275-2,101,0,128.873287,35.876196,2020-09-01
3570755500,SOIL영천저유소입구교차로,101,0,128.871919,35.876319,2020-09-01
3570755600,병암리59-3,101,0,128.910637,35.8879,2020-09-01
3570755700,호남육교남측,104,0,128.926803,35.903477,2020-09-01
3570755800,호남육교북측,104,0,128.926588,35.903958,2020-09-01
3570756100,속성변화점,103,0,128.92842,35.916477,2020-09-01
3570756200,영천시환경사업소앞교차로,101,0,128.932959,35.926886,2020-09-01
3570756300,도남공단입구교차로,101,0,128.93489,35.931207,2020-09-01
3570756400,도남교서측,104,0,128.936296,35.93638,2020-09-01
3570756500,도남교북측,104,0,128.936405,35.936912,2020-09-01
3570756600,도남마을,101,1,128.937788,35.939337,2020-09-01
3570822300,화산리교차로,101,1,128.882975,36.002992,2020-09-01
3570822400,삼부교차로,101,0,128.884769,36.004986,2020-09-01
3570823500,서산교차로,101,0,128.903279,35.985206,2020-09-01
3570823800,국도분기점,101,1,128.907308,35.981714,2020-09-01
3570850300,동영천IC,106,1,128.956001,35.995932,2020-09-01
3570850400,동영천IC,106,1,128.960348,35.992347,2020-09-01
3570850500,동영천IC,106,0,128.960807,35.994199,2020-09-01
3570880500,병암정미소,101,0,128.889365,35.892335,2020-09-01
3570888200,야사동534-1,102,0,128.94744,35.98529,2020-09-01
3570888300,망정동534-1,102,0,128.952402,35.988365,2020-09-01
3570888400,완산동1009-23,101,0,128.941241,35.966709,2020-09-01
3570888500,완산동729-58,101,0,128.941304,35.965492,2020-09-01
3570888600,완산동1464,101,0,128.943953,35.966734,2020-09-01
3570888700,완산동1438,101,0,128.941354,35.964284,2020-09-01
3570888800,완산동906-60,101,0,128.938141,35.962409,2020-09-01
3570888900,완산동주민센터,101,0,128.939941,35.964226,2020-09-01
3570889000,완산동1446,101,0,128.939979,35.963559,2020-09-01
3570889100,완산동1446,101,0,128.946141,35.963843,2020-09-01
3570889200,완산동1446,101,0,128.944066,35.963751,2020-09-01
3610007511,외량리906-2,101,0,128.563195,37.161284,2025-01-15
3570889300,완산동1446,101,0,128.941429,35.963626,2020-09-01
3570889400,완산동1438,101,0,128.944041,35.964359,2020-09-01
3570889500,오수동435-7,101,0,128.916393,35.95881,2020-09-01
3570889600,오수동132-7,101,0,128.915618,35.959693,2020-09-01
3570889700,속성변화점,103,1,128.918456,35.959509,2020-09-01
3570889800,문외동319-2,101,1,128.934129,35.971692,2020-09-01
3570889900,문외동154-30,101,0,128.934879,35.97055,2020-09-01
3570890000,문외동50-9,101,0,128.937354,35.971775,2020-09-01
3570890100,송천리산2,102,0,128.81169,35.989439,2020-09-01
3570890400,채신동797,101,0,128.954091,35.907674,2020-09-01
3570890500,채신동768-10,102,0,128.956653,35.90894,2020-09-01
1500008800,서성로교회앞,101,0,128.585905,35.870863,2020-09-01
1500008900,서문로119안전센터,101,0,128.590936,35.871525,2020-09-01
1500008901,포정동87,101,0,128.59301,35.871858,2020-09-01
1500009000,종로초등교입구,101,1,128.587459,35.872362,2020-09-01
1500009100,종로초등교앞,101,0,128.590914,35.872827,2020-09-01
1500009101,향촌동41-3,101,0,128.592863,35.873078,2020-09-01
1500009200,경상감영공원입구,101,0,128.594438,35.873268,2020-09-01
1500009300,대구수창초등교앞,101,0,128.583416,35.873552,2020-09-01
1500009301,달성공원역(대구3호선),101,0,128.582626,35.876087,2020-09-01
1500009400,대안천주교회앞,101,0,128.590924,35.874138,2020-09-01
1500009500,유니온호텔,101,0,128.591112,35.875828,2020-09-01
1500009600,동아극장,101,0,128.582026,35.876238,2020-09-01
1500009700,남산동3015,102,0,128.581961,35.857427,2020-09-01
1500009800,대신동271-50,102,0,128.577612,35.866618,2020-09-01
1500009900,대신동1267-1,102,0,128.575312,35.864701,2020-09-01
1500010000,남산동2983-18,102,0,128.578474,35.861768,2020-09-01
1500010100,남산동2466-93,102,0,128.581311,35.861818,2020-09-01
1500010200,남산동2442-4,102,0,128.583436,35.860577,2020-09-01
1500010300,남산동753-20,102,0,128.586636,35.863435,2020-09-01
1500010400,남산3동행정복지센터,102,0,128.585486,35.860218,2020-09-01
1500010500,남산동3010,102,0,128.581436,35.85876,2020-09-01
1500010600,계산동2가271-30,102,0,128.589011,35.867059,2020-09-01
1500010700,속성변화점,103,0,128.591698,35.863235,2020-09-01
1500010800,수창동104,101,0,128.585123,35.875625,2020-09-01
1500010900,칠성동2가36,102,0,128.592135,35.876433,2020-09-01
1500011000,속성변화점,103,0,128.597435,35.871326,2020-09-01
1500011100,동인동3가223-16,102,0,128.612412,35.869547,2020-09-01
1500011200,중구-북구,105,0,128.609339,35.874446,2020-09-01
1510000100,반야월네거리,101,1,128.713541,35.86599,2020-09-01
1510000200,대구가톨릭대학교부설유치원신설,101,1,128.718114,35.866001,2020-09-01
1510000300,안심중학삼거리,101,1,128.707884,35.866107,2020-09-01
1510000301,신기동561,101,0,128.708166,35.867575,2020-09-01
1510000400,안심주공네거리,101,1,128.701643,35.866752,2020-09-01
1510000401,율하동1032,101,1,128.696692,35.867304,2020-09-01
1510000402,대구율하초등학교,101,0,128.701958,35.868269,2020-09-01
1510000500,반석교회,101,0,128.696365,35.867344,2020-09-01
1510000501,율하동996,101,0,128.696703,35.868837,2020-09-01
1510000600,율하역4번출구,101,0,128.693285,35.869319,2020-09-01
1510000700,대구은행반야월지점,101,1,128.727885,35.869269,2020-09-01
1510000701,각산역,101,1,128.723935,35.867906,2020-09-01
1510000800,안심역2번출구,101,1,128.732412,35.870793,2020-09-01
1510000900,송정삼거리,101,1,128.733451,35.871134,2020-09-01
1510000901,괴전동191,101,1,128.735785,35.871939,2020-09-01
1510000902,송정삼거리,101,0,128.732724,35.871527,2020-09-01
1510000903,송정삼거리,101,1,128.733046,35.87143,2020-09-01
1510000904,신서동760,101,1,128.731,35.871767,2020-09-01
1510001000,속성변화점,103,0,128.747759,35.872015,2020-09-01
1510001001,사복동621-5,101,1,128.749936,35.872344,2020-09-01
1510001100,대림육교,104,0,128.741706,35.872237,2020-09-01
1510001200,대림육교,101,1,128.74179,35.872437,2020-09-01
1510001300,대림육교,101,1,128.740277,35.872537,2020-09-01
1510001400,대림육교,104,0,128.740238,35.87304,2020-09-01
1510001500,반야월삼거리,101,0,128.688025,35.874325,2020-09-01
1510001501,살로만유통,101,0,128.689746,35.87268,2020-09-01
1510001600,용계2교,101,0,128.685263,35.87517,2020-09-01
1510001601,용계동973-1,101,1,128.684181,35.87549,2020-09-01
1510001700,효목네거리,101,1,128.645027,35.876546,2020-09-01
1510002000,동대구성결교회,101,0,128.643246,35.878975,2020-09-01
1510002001,효목네거리지하차도,104,0,128.643812,35.878151,2020-09-01
1510002200,샤모니레스토랑,101,0,128.642027,35.880174,2020-09-01
1510002300,율암1교,104,0,128.704243,35.879611,2020-09-01
1510002400,효목지하차도,101,1,128.637369,35.881218,2020-09-01
1510002500,동부지하차도,104,0,128.639613,35.881253,2020-09-01
1510002600,매여천교,104,0,128.701562,35.881262,2020-09-01
1510002800,동대구JC,106,1,128.688519,35.881818,2020-09-01
1510002900,효목고가차도,101,0,128.636194,35.882399,2020-09-01
1510003000,큰고개고가차도,104,0,128.636019,35.882577,2020-09-01
1510003001,효목동55-7,101,0,128.637277,35.883882,2020-09-01
1510003100,동대구JC,106,0,128.698994,35.882891,2020-09-01
1510003200,동촌초등학교앞교차로,101,0,128.658525,35.883771,2020-09-01
1510003201,검사동943-4,101,1,128.654784,35.885828,2020-09-01
1510003202,검사동944-2,101,1,128.655718,35.885324,2020-09-01
1510003203,검사동1104,101,0,128.656469,35.88398,2020-09-01
1510003300,큰고개오거리,101,1,128.632979,35.885617,2020-09-01
1510003301,불꽃교회,101,1,128.636934,35.886194,2020-09-01
1510003302,대구광역시동구청,101,1,128.636104,35.886078,2020-09-01
1510003400,효목고가차도,104,0,128.630596,35.88741,2020-09-01
1510003401,신암동1760,101,1,128.627887,35.889478,2020-09-01
1510003402,신암동623,101,1,128.625428,35.89095,2020-09-01
1510003500,동촌네거리,101,1,128.651929,35.887398,2020-09-01
1510003600,아양네거리,101,1,128.640726,35.887546,2020-09-01
1510003700,아양교,104,0,128.641012,35.88787,2020-09-01
1510003900,아양교,104,0,128.642213,35.88971,2020-09-01
1510004000,아양교,101,1,128.642295,35.889882,2020-09-01
1510004001,지저동835-2,101,0,128.638816,35.89162,2020-09-01
1510004100,입석네거리,101,1,128.643538,35.892076,2020-09-01
1510004101,입석동970-16,101,1,128.644389,35.893559,2020-09-01
1510004102,지저동670-36,101,1,128.642288,35.893708,2020-09-01
1510004600,금호2교남측,104,0,128.633367,35.916877,2020-09-01
1510004700,도동JC,106,0,128.667196,35.917347,2020-09-01
1510004800,도동대교,104,0,128.66754,35.920821,2020-09-01
1510004900,도동대교,104,0,128.67448,35.930962,2020-09-01
1510005000,도동2교,104,0,128.675925,35.931615,2020-09-01
1510005100,도평터널,104,0,128.683851,35.935089,2020-09-01
1510005200,백안터널,104,0,128.696612,35.942349,2020-09-01
1510005300,백안터널,104,0,128.701835,35.946093,2020-09-01
1510005400,와촌터널,104,0,128.721226,35.95379,2020-09-01
1510005500,예담사다리차,101,1,128.728888,35.864801,2020-09-01
1510005501,신서동525-16,101,1,128.730311,35.864813,2020-09-01
1510005600,반야월역3번출구,101,1,128.713741,35.86517,2020-09-01
1510005700,대구가톨릭대학교부설유치원신설,101,0,128.718156,35.865289,2020-09-01
1510005800,원불교동호출장소,101,1,128.724867,35.866038,2020-09-01
1510005801,신서동540,101,0,128.725853,35.86636,2020-09-01
1510005900,핸즈커피범어MBC점,101,1,128.629595,35.866766,2020-09-01
1510006000,MBC네거리,101,1,128.626848,35.866955,2020-09-01
1510006001,범어동856,101,0,128.624985,35.867146,2020-09-01
1510006100,대한기계설비건설협회대구광역시회,101,0,128.624006,35.867246,2020-09-01
3610090003,동군위IC교차로,106,0,128.683279,37.000455,2025-01-15
3610152900,남산교(동측),104,0,128.659687,36.932503,2025-01-15
1510006200,아름어린이집,101,0,128.728817,35.867298,2020-09-01
1510006201,신서동561,101,0,128.730848,35.867335,2020-09-01
1510006300,꿈꾸는교회,101,0,128.732329,35.867344,2020-09-01
1510006301,신서동525-15,101,0,128.732299,35.869237,2020-09-01
1510006302,신서동525-15,101,0,128.732307,35.868677,2020-09-01
1510006303,신서동525-15,101,0,128.732306,35.868502,2020-09-01
1510006400,청구삼거리,101,1,128.622981,35.867381,2020-09-01
1510006401,청구중학교,101,1,128.61991,35.867647,2020-09-01
1510006402,청구삼거리,101,0,128.62235,35.867436,2020-09-01
1510006500,청구네거리,101,1,128.618447,35.867806,2020-09-01
1510006600,CMB대구방송,101,0,128.630639,35.867837,2020-09-01
1510006601,만촌동1316,101,0,128.632641,35.870004,2020-09-01
1510006602,만촌동1316,101,0,128.633722,35.871216,2020-09-01
1540105300,관음동1389,101,0,128.548063,35.934835,2020-09-01
1540105400,대구가톨릭대학교칠곡가톨릭병원,101,0,128.549663,35.93466,2020-09-01
1540105500,대구관천초등학교,101,0,128.551051,35.930302,2020-09-01
1540105600,목련아파트교차로,101,0,128.549851,35.936051,2020-09-01
1540105700,대구대천초등학교,102,0,128.554113,35.938068,2020-09-01
1540105800,읍내동218-3,102,0,128.552138,35.955532,2020-09-01
1540105900,읍내동313-10,101,1,128.553313,35.953583,2020-09-01
1540106000,읍내동315-6,102,1,128.552225,35.953758,2020-09-01
1540106100,읍내동583-1,102,0,128.550713,35.950175,2020-09-01
1540106200,읍내동1240-84,102,0,128.551575,35.949775,2020-09-01
1540106300,읍내동397-4,101,0,128.554825,35.9521,2020-09-01
1540106400,읍내동433-2,101,0,128.554175,35.950725,2020-09-01
1540106500,읍내동434-3,101,0,128.554375,35.949666,2020-09-01
1540106600,읍내동448-1,101,0,128.554713,35.948608,2020-09-01
1540106700,동천동959,102,0,128.55795,35.946284,2020-09-01
1540106800,동호동393-1,102,0,128.554821,35.963619,2020-09-01
1540106900,동호동112-8,102,0,128.562862,35.965906,2020-09-01
1540107000,학정동952,101,0,128.56474,35.954549,2020-09-01
1540107100,학정동952-2,101,0,128.565149,35.953841,2020-09-01
1540107200,학정동953-2,101,0,128.566062,35.952683,2020-09-01
1540107300,학정동953-5,101,0,128.567699,35.952058,2020-09-01
1540107400,학정동953-2,101,0,128.567774,35.9525,2020-09-01
1540107500,학정동953-7,102,0,128.569474,35.951625,2020-09-01
1540107600,학정동953-7,101,0,128.569161,35.951633,2020-09-01
1540107700,학정동953-2,101,0,128.569174,35.951883,2020-09-01
1540107800,학정동953-7,101,0,128.568161,35.951691,2020-09-01
1540107900,학정동953-5,101,0,128.567637,35.951758,2020-09-01
1540108000,학정동953-5,101,0,128.566462,35.9519,2020-09-01
1540108100,학정동953-18,101,0,128.566387,35.951625,2020-09-01
1540108200,학정동953-17,101,0,128.566112,35.950166,2020-09-01
1540108300,학정동953-23,101,0,128.565874,35.9489,2020-09-01
1540108400,학정동953-19,101,0,128.565599,35.950233,2020-09-01
1540108500,학정동953-15,101,0,128.566974,35.951558,2020-09-01
1540108600,학정동953-17,101,0,128.566687,35.950091,2020-09-01
1540108700,학정동953-14,101,0,128.567287,35.950016,2020-09-01
1540108800,학정동953-14,101,0,128.567449,35.950791,2020-09-01
1540108900,학정동953-14,101,0,128.567574,35.951491,2020-09-01
1540109000,학정동953-9,101,0,128.567962,35.950725,2020-09-01
1540109100,학정동118,102,0,128.568411,35.950675,2020-09-01
1540109200,학정동953-13,101,0,128.567787,35.949767,2020-09-01
1540109300,학정동953-10,101,0,128.567899,35.950333,2020-09-01
1540109400,학정동953-13,101,0,128.568399,35.949658,2020-09-01
1540109500,학정동953-12,102,0,128.568699,35.949883,2020-09-01
1540109600,학정동989-3,102,0,128.569624,35.949875,2020-09-01
1540109700,학정동989-4,101,0,128.569611,35.948892,2020-09-01
1540109800,학정초등학교,101,1,128.568174,35.948558,2020-09-01
1540109900,학정동989-22,101,0,128.566187,35.948242,2020-09-01
1540110000,학정동989-23,101,0,128.566899,35.947592,2020-09-01
