표준링크ID,출발표준노드,도착표준노드,지도상거리,도로등급코드,도로유형코드,도로명,연결로유형코드,통행제한차량유형코드,적용시작일자
1520018400,1520006100,1520001600,964.49,104,0,달서천로,0,0,2020-09-01
1520018500,1520005900,1520006000,1366.25,104,0,달서천로,0,0,2020-09-01
1520018600,1520006000,1520005900,1375.85,104,0,달서천로,0,0,2020-09-01
1520019100,1520006200,1540011800,365.98,104,0,달서로,0,0,2020-09-01
1520019200,1540011800,1520006200,365.98,104,0,달서로,0,0,2020-09-01
1520019900,1520001800,1520006800,390.89,104,0,서대구로63길,0,0,2020-09-01
1520020000,1520006800,1520001800,390.89,104,0,서대구로63길,0,0,2020-09-01
1520021900,1520006800,1540000300,222.89,104,0,팔달로,0,0,2020-09-01
1520022000,1540000300,1520006800,222.89,104,0,팔달로,0,0,2020-09-01
1520022700,1520007200,1540015700,312.43,104,3,매천로,0,0,2020-09-01
1520022800,1540015700,1520007200,312.43,104,3,매천로,0,0,2020-09-01
1520024100,1520004600,1520008000,359.14,104,0,문화로,0,0,2020-09-01
1520024200,1520008000,1520001000,388.51,104,0,문화로,0,0,2020-09-01
1520024300,1520001000,1520008000,390.3,104,0,문화로,0,0,2020-09-01
1520024400,1520008000,1520004600,358.01,104,0,문화로,0,0,2020-09-01
1520024500,1520004100,1520007800,269.56,104,0,국채보상로,0,0,2020-09-01
1520024600,1520007800,1520000700,256.37,104,0,국채보상로,0,0,2020-09-01
1520024700,1520000700,1520007800,256.34,104,0,국채보상로,0,0,2020-09-01
1520024800,1520007800,1520004100,269.4,104,0,국채보상로,0,0,2020-09-01
1520024901,1520002700,1520002702,134.11,104,0,평리로,0,0,2020-09-01
1520024902,1520002702,1520007500,132.19,104,0,평리로,0,0,2020-09-01
1520025000,1520007500,1520000600,253.98,104,0,평리로,0,0,2020-09-01
1520025100,1520000600,1520007500,252.29,104,0,평리로,0,0,2020-09-01
1520025201,1520007500,1520002702,132.95,104,0,평리로,0,0,2020-09-01
1520025202,1520002702,1520002700,133.38,104,0,평리로,0,0,2020-09-01
1520025300,1520000700,1520007900,346.42,104,0,국채보상로,0,0,2020-09-01
1520025400,1520007900,1520004200,139.71,104,0,국채보상로,0,0,2020-09-01
1520025500,1520004200,1520007900,139.74,104,0,국채보상로,0,0,2020-09-01
1520025600,1520007900,1520000700,346.39,104,0,국채보상로,0,0,2020-09-01
1520025700,1520000600,1520007700,416.14,104,0,평리로,0,0,2020-09-01
1520025800,1520007700,1520003200,319.57,104,0,평리로,0,0,2020-09-01
1520027300,1520006200,1520008600,96.08,104,0,달서로,0,0,2020-09-01
1520027400,1520005800,1520008600,501.59,104,0,달서천로,0,0,2020-09-01
1520027500,1520008600,1520006200,93.99,104,0,달서로,0,0,2020-09-01
1520027600,1520008600,1520005800,496.77,104,0,달서천로,0,0,2020-09-01
1520027700,1520005700,1520008600,523.48,104,0,달서로,0,0,2020-09-01
1520027800,1520008600,1520005700,528.2,104,0,달서로,0,0,2020-09-01
1520027900,1520008600,1520006100,682.27,104,0,달서천로,0,0,2020-09-01
1520028000,1520006100,1520008600,676.82,104,0,달서천로,0,0,2020-09-01
1520028300,1520003200,1520007700,320.23,104,0,평리로,0,0,2020-09-01
1520028400,1520007700,1520000600,415.82,104,0,평리로,0,0,2020-09-01
1520028500,1520000400,1520007400,105.41,104,0,달구벌대로,0,0,2020-09-01
1520028600,1520007400,1520000500,300.12,104,0,달구벌대로,0,0,2020-09-01
1520028700,1520000500,1520007400,298.98,104,0,달구벌대로,0,0,2020-09-01
1520028800,1520007400,1520000400,105.36,104,0,달구벌대로,0,0,2020-09-01
1520028900,1520003400,1520007600,396.56,104,0,달서로,0,0,2020-09-01
1520029000,1520007600,1520000500,176.63,104,0,달서로,0,0,2020-09-01
1520029100,1520000500,1520007600,171.89,104,0,달서로,0,0,2020-09-01
1520029200,1520007600,1520003400,391.93,104,0,달서로,0,0,2020-09-01
1520032500,1520007200,1520010300,142.7,104,0,매천로,0,0,2020-09-01
1520032600,1520010400,1520001900,656.72,102,2,신천대로,0,5,2020-09-01
1520032700,1520010300,1520007200,136.96,104,0,매천로,0,0,2020-09-01
1520032800,1520001900,1520010400,651.89,102,2,신천대로,0,5,2020-09-01
1520032900,1540065600,1520010500,662.25,102,2,신천대로,0,5,2020-09-01
1520033000,1520010500,1540065600,660.81,102,2,신천대로,0,5,2020-09-01
1520039800,1560151300,1520000900,1280.62,101,0,중부내륙고속도로지선,0,5,2020-09-01
1520039900,1520000900,1560151300,1271.16,101,0,중부내륙고속도로지선,0,5,2020-09-01
1520040200,1560151400,1520003600,508.77,104,0,새방로,0,0,2020-09-01
1520040300,1520003600,1560151400,513.54,104,0,새방로,0,0,2020-09-01
1520040400,1500004900,1520004500,801.78,104,0,국채보상로,0,0,2020-09-01
1520040500,1520004500,1500004900,798,104,0,국채보상로,0,0,2020-09-01
1520040600,1500007200,1520005700,613.3,104,0,북비산로,0,0,2020-09-01
1520040700,1520005700,1500007200,613.3,104,0,북비산로,0,0,2020-09-01
1520040800,1540009400,1520005800,300.41,104,0,달서천로,0,0,2020-09-01
1520040900,1520005800,1540009400,308.61,104,0,달서천로,0,0,2020-09-01
1520041000,1520005800,1500007200,359.55,104,0,달서천로,0,0,2020-09-01
1520041300,1520006000,1520006001,108.35,104,0,서재로,0,0,2020-09-01
1520041400,1520006001,1520006000,105.98,104,0,서재로,0,0,2020-09-01
1520041500,1520001900,1520010300,346.99,102,0,신천대로,0,5,2020-09-01
1520041600,1520010300,1520001900,354.6,102,0,신천대로,0,5,2020-09-01
1520041700,1520010300,1520010400,303.14,102,0,신천대로,0,5,2020-09-01
1520041800,1520010400,1520010300,305.24,102,0,신천대로,0,5,2020-09-01
1520041900,1520010400,1520010500,291.63,102,0,신천대로,0,5,2020-09-01
1520042000,1520010500,1520010400,291.45,102,0,신천대로,0,5,2020-09-01
1520042100,1520010500,1540001200,334.38,102,0,신천대로,0,5,2020-09-01
1520042200,1540001200,1520010500,332.45,102,0,신천대로,0,5,2020-09-01
1530000100,1530000100,1530000200,302.65,103,0,월배로,0,0,2020-09-01
1530000200,1530000200,1530000100,304.56,103,0,월배로,0,0,2020-09-01
1530000300,1530000200,1530000300,300.73,103,0,성당로,0,0,2020-09-01
1530000400,1530000300,1530000200,300.34,103,0,성당로,0,0,2020-09-01
1530000502,1530000300,1530000301,460.08,103,0,성당로,0,0,2020-09-01
1530000503,1530000301,1530000500,595.4,103,0,성당로,0,0,2020-09-01
1530000602,1530000500,1530000301,599.31,103,0,성당로,0,0,2020-09-01
1530000603,1530000301,1530000300,460.61,103,0,성당로,0,0,2020-09-01
1530001100,1530000600,1530000700,240.64,104,0,앞산순환로,0,0,2020-09-01
1530001200,1530000700,1530000600,237.24,104,0,앞산순환로,0,0,2020-09-01
1530001500,1530000700,1530001000,246.09,104,0,앞산순환로,0,0,2020-09-01
1530001600,1530001000,1530000700,250.19,104,0,앞산순환로,0,0,2020-09-01
1530001700,1530000700,1530001400,295.25,104,0,앞산순환로,0,0,2020-09-01
1530001800,1530001400,1530000700,290.82,104,0,앞산순환로,0,0,2020-09-01
1530002100,1530000800,1530001000,626.53,104,0,앞산순환로,0,0,2020-09-01
1530002200,1530001000,1530000800,616.28,104,0,앞산순환로,0,0,2020-09-01
1530002300,1530000800,1530001100,268.1,104,0,앞산순환로,0,0,2020-09-01
1530002400,1530001100,1530000800,253.41,104,0,앞산순환로,0,0,2020-09-01
1530002900,1530001000,1530001100,887.04,104,1,앞산순환로,0,5,2020-09-01
1530003000,1530001100,1530001000,877.41,104,1,앞산순환로,0,5,2020-09-01
1530003100,1530001100,1530001200,427.3,104,0,앞산순환로,0,5,2020-09-01
1530003200,1530001200,1530001100,430.61,104,0,앞산순환로,0,5,2020-09-01
1530003500,1530001200,1530002600,321.6,104,0,현충로,0,0,2020-09-01
1530003600,1530002600,1530001200,321.6,104,0,현충로,0,0,2020-09-01
1530003700,1530001300,1530001600,205.89,104,0,앞산순환로,0,0,2020-09-01
1530003800,1530001600,1530001300,205.89,104,0,앞산순환로,0,0,2020-09-01
1530003900,1530001300,1530001700,424.01,104,0,앞산순환로,0,0,2020-09-01
1530004000,1530001700,1530001300,421.01,104,0,앞산순환로,0,0,2020-09-01
1530004300,1530001400,1530002200,226.55,104,0,대명로14길,0,0,2020-09-01
1530004400,1530002200,1530001400,226.55,104,0,대명로14길,0,0,2020-09-01
1530005100,1530001700,1530001800,219.14,104,0,앞산순환로,0,0,2020-09-01
1530005200,1530001800,1530001700,219.14,104,0,앞산순환로,0,0,2020-09-01
1530005501,1530001800,1530001801,70.66,104,0,앞산순환로,0,0,2020-09-01
1530005502,1530001801,1530002100,147.41,104,0,앞산순환로,0,0,2020-09-01
1530005601,1530002100,1530001801,150.89,104,0,앞산순환로,0,0,2020-09-01
1530005602,1530001801,1530001800,69.11,104,0,앞산순환로,0,0,2020-09-01
1530006100,1530002000,1530002100,14.21,104,0,신천대로,0,0,2020-09-01
1530006200,1530002100,1530002000,14.21,104,0,신천대로,0,0,2020-09-01
1530006300,1530002100,1530002800,160.71,102,0,신천대로,0,5,2020-09-01
1530006400,1530002800,1530002100,160.71,102,0,신천대로,0,5,2020-09-01
1530006700,1530002200,1530003500,486.14,104,0,대명로14길,0,0,2020-09-01
1530006800,1530003500,1530002200,486.14,104,0,대명로14길,0,0,2020-09-01
1530008100,1530002600,1530002900,164.63,104,0,현충로,0,0,2020-09-01
1530008200,1530002900,1530002600,164.63,104,0,현충로,0,0,2020-09-01
1530008700,1530002800,1530003100,237.43,102,0,신천대로,0,5,2020-09-01
1530008800,1530003100,1530002800,239.66,102,0,신천대로,0,5,2020-09-01
1530009100,1530002900,1530003700,356.87,104,0,현충로,0,0,2020-09-01
1530009200,1530003700,1530002900,356.87,104,0,현충로,0,0,2020-09-01
1530009300,1530000200,1530003500,658.69,104,0,대명로,0,0,2020-09-01
1530009400,1530003500,1530000200,658.69,104,0,대명로,0,0,2020-09-01
1530009900,1530003100,1530004200,345.99,102,0,신천대로,0,5,2020-09-01
1530010000,1530004200,1530003100,343.07,102,0,신천대로,0,5,2020-09-01
1530010100,1530003100,1530004800,558.07,102,2,신천대로,0,5,2020-09-01
1530010200,1530004800,1530003100,553.21,102,2,신천대로,0,5,2020-09-01
1530010500,1530003300,1530003400,30.27,104,0,안골길,0,0,2020-09-01
1530010600,1530003400,1530003300,30.27,104,0,안골길,0,0,2020-09-01
1530010700,1530003400,1530003600,487.39,104,0,대명로,0,0,2020-09-01
1530010800,1530003600,1530003400,487.39,104,0,대명로,0,0,2020-09-01
1530010900,1530003400,1530003700,323.63,104,0,대명로,0,0,2020-09-01
1530011000,1530003700,1530003400,317.89,104,0,대명로,0,0,2020-09-01
1530011301,1530003500,1530003501,457.26,104,0,대명로,0,0,2020-09-01
1530011302,1530003501,1530003600,160.61,104,0,대명로,0,0,2020-09-01
1530011401,1530003600,1530003501,160.44,104,0,대명로,0,0,2020-09-01
1530011402,1530003501,1530003500,458.51,104,0,대명로,0,0,2020-09-01
1530011501,1530003700,1530003701,302.48,104,0,대명로,0,0,2020-09-01
1530011502,1530003701,1530005400,810.84,104,0,대명로,0,0,2020-09-01
1530011601,1530005400,1530003701,812.92,104,0,대명로,0,0,2020-09-01
1530011602,1530003701,1530003700,300.4,104,0,대명로,0,0,2020-09-01
1530011900,1530003800,1530003900,278.79,104,0,대덕로,0,0,2020-09-01
1530012000,1530003900,1530003800,280.33,104,0,대덕로,0,0,2020-09-01
1530012101,1530003800,1530003801,175.1,104,0,대덕로,0,0,2020-09-01
1530012102,1530003801,1530004000,128.87,104,0,대덕로,0,0,2020-09-01
1530012201,1530004000,1530003801,129.54,104,0,대덕로,0,0,2020-09-01
1530012202,1530003801,1530003800,173.98,104,0,대덕로,0,0,2020-09-01
1530012300,1530003900,1530004600,166.84,104,0,이천로,0,0,2020-09-01
1530012400,1530004600,1530003900,166.84,104,0,이천로,0,0,2020-09-01
1530012700,1530004000,1530004300,159.18,104,0,대덕로,0,0,2020-09-01
1530012800,1530004300,1530004000,156.64,104,0,대덕로,0,0,2020-09-01
1530012900,1530004000,1530004400,68.49,104,0,대봉로,0,0,2020-09-01
1530013000,1530004400,1530004000,68.49,104,0,대봉로,0,0,2020-09-01
1530013100,1530004100,1530004200,17.43,104,0,신천대로,0,0,2020-09-01
1530013200,1530004200,1530004100,17.43,104,0,신천대로,0,0,2020-09-01
1530013300,1530004200,1530004300,17.43,104,0,대덕로,0,0,2020-09-01
1530013400,1530004300,1530004200,17.43,104,0,대덕로,0,0,2020-09-01
1530013501,1530004200,1530004201,180.09,102,0,신천대로,0,5,2020-09-01
1530013502,1530004201,1530004800,31.35,102,0,신천대로,0,5,2020-09-01
1530013601,1530004800,1530004201,31.07,102,0,신천대로,0,5,2020-09-01
1530013602,1530004201,1530004200,180.38,102,0,신천대로,0,5,2020-09-01
1530013700,1530004300,1530004400,161.87,104,0,중앙대로22길,0,0,2020-09-01
1530013800,1530004400,1530004300,161.87,104,0,중앙대로22길,0,0,2020-09-01
1530013900,1530004400,1530004500,329.16,104,0,중앙대로22길,0,0,2020-09-01
1530014000,1530004500,1530004400,329.16,104,0,중앙대로22길,0,0,2020-09-01
1530014101,1530004400,1530004401,164.37,104,0,대봉로,0,0,2020-09-01
1530014102,1530004401,1530005000,139.5,104,0,대봉로,0,0,2020-09-01
1530014201,1530005000,1530004401,138.95,104,0,대봉로,0,0,2020-09-01
1530014202,1530004401,1530004400,164.91,104,0,대봉로,0,0,2020-09-01
1530014300,1530004500,1530004600,236.75,104,0,중앙대로22길,0,0,2020-09-01
1530014400,1530004600,1530004500,236.75,104,0,중앙대로22길,0,0,2020-09-01
1530014701,1530004600,1530004601,224.61,104,0,중앙대로22길,0,0,2020-09-01
1530014702,1530004601,1530004700,205.96,104,0,중앙대로22길,0,0,2020-09-01
1530014801,1530004700,1530004601,205.51,104,0,중앙대로22길,0,0,2020-09-01
1530014802,1530004601,1530004600,225.05,104,0,중앙대로22길,0,0,2020-09-01
1530014900,1530004600,1530005200,266.38,104,0,이천로,0,0,2020-09-01
1530015000,1530005200,1530004600,266.38,104,0,이천로,0,0,2020-09-01
1530015300,1530004700,1530005400,518.55,104,0,중앙대로,0,0,2020-09-01
1530015400,1530005400,1530004700,539.45,104,0,중앙대로,0,0,2020-09-01
1530015500,1530004800,1530004900,111,102,0,신천대로,0,5,2020-09-01
1530015600,1530004900,1530004800,111,102,0,신천대로,0,5,2020-09-01
1530015700,1530004900,1530005000,186.99,104,0,봉덕로,0,0,2020-09-01
1530015800,1530005000,1530004900,186.99,104,0,봉덕로,0,0,2020-09-01
1530015900,1530004900,1530005500,105.46,102,0,신천대로,0,5,2020-09-01
1530016000,1530005500,1530004900,105.46,102,0,신천대로,0,5,2020-09-01
1530016100,1530005000,1530005100,269.72,104,0,봉덕로,0,0,2020-09-01
1530016200,1530005100,1530005000,269.72,104,0,봉덕로,0,0,2020-09-01
1530016302,1530005001,1530006000,88.99,104,0,대봉로,0,0,2020-09-01
1530016303,1530005000,1530005002,165.46,104,0,대봉로,0,0,2020-09-01
1530016304,1530005002,1530005001,93.32,104,0,대봉로,0,0,2020-09-01
1530016401,1530006000,1530005001,81.9,104,0,대봉로,0,0,2020-09-01
1530016403,1530005001,1530005002,96.38,104,0,대봉로,0,0,2020-09-01
1530016404,1530005002,1530005000,164.95,104,0,대봉로,0,0,2020-09-01
1530016500,1530005100,1530005200,240.05,104,0,봉덕로,0,0,2020-09-01
1530016600,1530005200,1530005100,240.05,104,0,봉덕로,0,0,2020-09-01
1530016901,1530005200,1530005201,220.36,104,0,봉덕로,0,0,2020-09-01
1530016902,1530005201,1530005300,96.5,104,0,봉덕로,0,0,2020-09-01
1530017001,1530005300,1530005201,96.17,104,0,봉덕로,0,0,2020-09-01
1530017002,1530005201,1530005200,220.69,104,0,봉덕로,0,0,2020-09-01
1530017100,1530005200,1530006300,342.16,104,0,이천로,0,0,2020-09-01
1530017200,1530006300,1530005200,342.16,104,0,이천로,0,0,2020-09-01
1530017300,1530005300,1530005400,391.77,104,0,봉덕로,0,0,2020-09-01
1530017400,1530005400,1530005300,391.77,104,0,봉덕로,0,0,2020-09-01
1530017700,1530005400,1530005600,77.96,104,0,중앙대로,0,0,2020-09-01
1530017800,1530005600,1530005400,77.96,104,0,중앙대로,0,0,2020-09-01
1530017901,1530005500,1530005501,17.54,102,0,신천대로,0,5,2020-09-01
1530017902,1530005501,1530005900,219.31,102,0,신천대로,0,5,2020-09-01
1530018001,1530005900,1530005501,219.36,102,0,신천대로,0,5,2020-09-01
1530018002,1530005501,1530005500,17.48,102,0,신천대로,0,5,2020-09-01
1530018100,1530005500,1530006800,598.85,102,2,신천대로,0,5,2020-09-01
1530018200,1530006800,1530005500,606.64,102,2,신천대로,0,5,2020-09-01
1530018300,1530005600,1530005700,111.83,104,0,중앙대로,0,0,2020-09-01
1530018400,1530005700,1530005600,111.83,104,0,중앙대로,0,0,2020-09-01
1530018700,1530000500,1530006900,730.53,104,0,성당로,0,0,2020-09-01
1530018800,1530006900,1530000500,730.53,104,0,성당로,0,0,2020-09-01
1530018900,1530005700,1530006200,567.84,104,0,중앙대로32길,0,0,2020-09-01
1530019000,1530006200,1530005700,567.84,104,0,중앙대로32길,0,0,2020-09-01
1530019100,1530005700,1530006400,210.67,104,0,중앙대로,0,0,2020-09-01
1530019200,1530006400,1530005700,210.67,104,0,중앙대로,0,0,2020-09-01
1530019300,1530005700,1530006600,452.73,104,0,중앙대로31길,0,0,2020-09-01
1530019400,1530006600,1530005700,466.26,104,0,중앙대로31길,0,0,2020-09-01
1530019500,1530005800,1530005900,19.13,104,0,희망로,0,0,2020-09-01
1530019600,1530005900,1530005800,19.13,104,0,희망로,0,0,2020-09-01
1530019700,1530005900,1530006000,152.96,104,0,희망로,0,0,2020-09-01
1530019800,1530006000,1530005900,152.96,104,0,희망로,0,0,2020-09-01
1530019901,1530005900,1530005901,304.39,102,0,신천대로,0,5,2020-09-01
1530019902,1530005901,1530006800,62.16,102,0,신천대로,0,5,2020-09-01
1530020001,1530006800,1530005901,62.81,102,0,신천대로,0,5,2020-09-01
1530020002,1530005901,1530005900,301.73,102,0,신천대로,0,5,2020-09-01
1530020101,1530006000,1530006001,128.36,104,0,희망로,0,0,2020-09-01
1530020102,1530006001,1530006100,223.48,104,0,희망로,0,0,2020-09-01
1530020201,1530006100,1530006001,223.18,104,0,희망로,0,0,2020-09-01
1530020202,1530006001,1530006000,128.66,104,0,희망로,0,0,2020-09-01
1530020302,1530006002,1500001200,67.36,104,0,대봉로,0,0,2020-09-01
1530020303,1530006000,1530006003,299.68,104,0,대봉로,0,0,2020-09-01
1530020304,1530006003,1530006002,500.68,104,0,대봉로,0,0,2020-09-01
1530020401,1500001200,1530006002,66.34,104,0,대봉로,0,0,2020-09-01
1530020403,1530006002,1530006003,500.72,104,0,대봉로,0,0,2020-09-01
1530020404,1530006003,1530006000,300.65,104,0,대봉로,0,0,2020-09-01
1530020500,1530006100,1530006300,148.65,104,0,희망로,0,0,2020-09-01
1530020600,1530006300,1530006100,148.65,104,0,희망로,0,0,2020-09-01
1530020900,1530006200,1530006300,167.48,104,0,중앙대로32길,0,0,2020-09-01
1530021000,1530006300,1530006200,167.48,104,0,중앙대로32길,0,0,2020-09-01
1530021300,1530006300,1530006700,299.48,104,0,이천로,0,0,2020-09-01
1530021400,1530006700,1530006300,299.48,104,0,이천로,0,0,2020-09-01
1530021701,1530006400,1530006401,223.73,104,0,중앙대로,0,0,2020-09-01
1530021703,1530006401,1530006402,206.23,104,0,중앙대로,0,0,2020-09-01
1530021704,1530006402,1530007400,281,104,0,중앙대로,0,0,2020-09-01
1530021802,1530006401,1530006400,223.69,104,0,중앙대로,0,0,2020-09-01
1530021803,1530007400,1530006402,281.04,104,0,중앙대로,0,0,2020-09-01
1530021804,1530006402,1530006401,206.23,104,0,중앙대로,0,0,2020-09-01
1530021900,1530006500,1530007100,411.6,104,0,현충로,0,0,2020-09-01
1530022000,1530007100,1530006500,414,104,0,현충로,0,0,2020-09-01
1530022100,1530006600,1530007300,551.72,104,0,중앙대로31길,0,0,2020-09-01
1530022200,1530007300,1530006600,540.47,104,0,중앙대로31길,0,0,2020-09-01
1530022301,1530006700,1530006701,269.09,104,0,이천로,0,0,2020-09-01
1530022302,1530006701,1500001300,295.46,104,0,이천로,0,0,2020-09-01
1530022401,1500001300,1530006701,292.18,104,0,이천로,0,0,2020-09-01
1530022402,1530006701,1530006700,269.22,104,0,이천로,0,0,2020-09-01
1530022500,1530006800,1530007200,215.56,102,0,신천대로,0,5,2020-09-01
1530022600,1530007200,1530006800,215.56,102,0,신천대로,0,5,2020-09-01
1530022700,1530006900,1530007000,33.64,104,0,성당로,0,0,2020-09-01
1530022800,1530007000,1530006900,33.64,104,0,성당로,0,0,2020-09-01
1530023100,1530007000,1530007100,821.58,104,0,양지로,0,0,2020-09-01
1530023200,1530007100,1530007000,818.1,104,0,양지로,0,0,2020-09-01
1530023300,1530007000,1500002000,979.38,104,0,성당로,0,0,2020-09-01
1530023400,1500002000,1530007000,979.38,104,0,성당로,0,0,2020-09-01
1530023500,1530007100,1530007300,85.45,104,0,현충로,0,0,2020-09-01
1530023600,1530007300,1530007100,85.45,104,0,현충로,0,0,2020-09-01
1530023700,1530007200,1500001000,274.66,102,0,신천대로,0,5,2020-09-01
1530023800,1500001000,1530007200,265.22,102,0,신천대로,0,5,2020-09-01
1530023900,1530007200,1500001500,443.89,102,2,신천대로,0,5,2020-09-01
1530024000,1500001500,1530007200,436.32,102,2,신천대로,0,5,2020-09-01
1530024500,1530007400,1500001800,182.7,104,0,중앙대로,0,0,2020-09-01
1530024600,1500001800,1530007400,182.7,104,0,중앙대로,0,0,2020-09-01
1530024700,1530001200,1530007500,682.68,104,0,앞산순환로,0,5,2020-09-01
1530025200,1530008400,1530007300,102.34,104,0,현충로,0,0,2020-09-01
1530025300,1530007300,1530008400,101.46,104,0,현충로,0,0,2020-09-01
1530025400,1530007800,1530008100,281.96,104,0,현충로,0,0,2020-09-01
1530026500,1530007100,1530008400,139.21,104,0,현충로,0,0,2020-09-01
1530026600,1530008400,1530007100,148.19,104,0,현충로,0,0,2020-09-01
1530026700,1530007500,1530001200,683.39,104,0,앞산순환로,0,5,2020-09-01
1530027001,1530000500,1530008001,303.17,104,0,두류공원로,0,0,2020-09-01
1530027003,1530008001,1530008002,120.22,104,0,두류공원로,0,0,2020-09-01
1530027004,1530008002,1530008000,317.03,104,0,두류공원로,0,0,2020-09-01
1530027102,1530008001,1530000500,302.9,104,0,두류공원로,0,0,2020-09-01
1530027103,1530008000,1530008002,314.65,104,0,두류공원로,0,0,2020-09-01
1530027104,1530008002,1530008001,120.22,104,0,두류공원로,0,0,2020-09-01
1530027200,1530003400,1530008000,522.61,104,0,두류공원로,0,0,2020-09-01
1530027300,1530008000,1530003400,523.62,104,0,두류공원로,0,0,2020-09-01
1530027600,1530007500,1530007600,85.77,104,0,앞산순환로,0,5,2020-09-01
1530027700,1530001600,1530007600,554.99,104,1,앞산순환로,0,5,2020-09-01
1530027800,1530007600,1530001600,551.51,104,1,앞산순환로,0,5,2020-09-01
1530027900,1530007600,1530007500,85.27,104,0,앞산순환로,0,5,2020-09-01
1530028600,1530008300,1530006500,349.75,104,0,현충로,0,0,2020-09-01
1530028700,1530006500,1530008300,354.52,104,0,현충로,0,0,2020-09-01
1530028800,1530007800,1530003700,142.61,104,0,현충로,0,0,2020-09-01
1530028900,1530003700,1530007800,143.12,104,0,현충로,0,0,2020-09-01
1530029000,1530008100,1530008300,207.17,104,0,현충로,0,0,2020-09-01
1530029100,1530008100,1530007800,281.96,104,0,현충로,0,0,2020-09-01
1530029200,1530008300,1530008100,207.18,104,0,현충로,0,0,2020-09-01
1530034700,1550006000,1530002100,1133.35,102,0,신천대로,0,5,2020-09-01
1530034800,1530002100,1550006000,1132.65,102,0,신천대로,0,5,2020-09-01
1530034900,1530008400,1500001400,315.08,104,0,현충로,0,0,2020-09-01
1530035000,1500001400,1530008400,315.08,104,0,현충로,0,0,2020-09-01
1540000101,1540000300,1540000201,359.41,103,0,팔달로,0,0,2020-09-01
1540000102,1540000201,1540000200,350.59,103,0,팔달로,0,0,2020-09-01
1540000201,1540000200,1540000201,350.85,103,0,팔달로,0,0,2020-09-01
1540000202,1540000201,1540000300,356.36,103,0,팔달로,0,0,2020-09-01
1540000300,1540000200,1540000400,307.6,103,0,노원로,0,0,2020-09-01
1540000400,1540000400,1540000200,307.58,103,0,노원로,0,0,2020-09-01
1540000500,1540001000,1540001800,1222.09,101,0,중앙고속도로,0,5,2020-09-01
1540000600,1540001800,1540001000,591.21,101,0,경부고속도로,0,5,2020-09-01
1540000700,1540000600,1540000300,213.42,103,0,팔달로,0,0,2020-09-01
1540000800,1540000300,1540000600,213.28,103,0,팔달로,0,0,2020-09-01
1540000900,1540001000,1540000100,633.99,101,0,중부내륙고속도로지선,0,5,2020-09-01
1540001000,1540000100,1540001000,977.23,101,0,경부고속도로,0,5,2020-09-01
1540001100,1540000100,1540001100,816.14,101,0,경부고속도로,0,5,2020-09-01
1540001200,1540001100,1540000100,1388.36,101,0,중앙고속도로,0,5,2020-09-01
1540001300,1540000800,1540000400,292.1,103,0,노원로,0,0,2020-09-01
1540001400,1540000400,1540000800,292.17,103,0,노원로,0,0,2020-09-01
1540001500,1540001000,1540001100,969.05,101,0,경부고속도로,0,5,2020-09-01
1540001600,1540001100,1540001000,959.7,101,0,경부고속도로,0,5,2020-09-01
1540001700,1540000500,1540000700,195.99,103,0,동북로,0,0,2020-09-01
1540001800,1540000700,1540000500,195.76,103,0,동북로,0,0,2020-09-01
1540001900,1540001100,1540001800,1037.17,101,0,중앙고속도로,0,5,2020-09-01
1540002000,1540001800,1540001100,1090.15,101,0,경부고속도로,0,5,2020-09-01
1540002100,1540000900,1540000600,81.08,103,0,팔달로,0,0,2020-09-01
1540002200,1540000600,1540000900,81.08,103,0,팔달로,0,0,2020-09-01
1540002300,1540000100,1540001800,874.61,101,0,중앙고속도로,0,5,2020-09-01
1540002400,1540001800,1540000100,874.61,101,0,중앙고속도로,0,5,2020-09-01
1540002500,1540000900,1540001200,124.6,103,0,팔달로,0,0,2020-09-01
1540002600,1540001200,1540000900,126.68,103,0,팔달로,0,0,2020-09-01
1540002701,1540002400,1540065600,798.47,102,0,신천대로,0,5,2020-09-01
1540002702,1540065600,1540001200,332.68,102,0,신천대로,0,5,2020-09-01
1540002801,1540001200,1540065600,327.28,102,0,신천대로,0,5,2020-09-01
1540002806,1540065600,1540002400,805.38,102,0,신천대로,0,5,2020-09-01
1540002900,1540000800,1540001300,388.66,103,0,노원로,0,0,2020-09-01
1540003000,1540001300,1540000800,388.42,103,0,노원로,0,0,2020-09-01
1540003100,1540000700,1540001500,514.7,103,0,동북로,0,0,2020-09-01
1540003200,1540001500,1540000700,518.4,103,0,동북로,0,0,2020-09-01
1540003511,1540004200,1540002200,2784.43,101,0,경부고속도로,0,5,2020-09-01
1540003521,1540002200,1540001600,349.18,101,3,경부고속도로,0,5,2020-09-01
1540003531,1540001600,1540001100,1363.58,101,0,경부고속도로,0,5,2020-09-01
1540003611,1540001100,1540001600,1370.87,101,0,경부고속도로,0,5,2020-09-01
1540003621,1540001600,1540002200,349.31,101,3,경부고속도로,0,5,2020-09-01
1540003631,1540002200,1540004200,2778.69,101,0,경부고속도로,0,5,2020-09-01
1540003700,1540001200,1540001700,361.05,103,3,칠곡중앙대로,0,0,2020-09-01
1540003800,1540001700,1540001200,359.84,103,3,칠곡중앙대로,0,0,2020-09-01
1540003900,1540001300,1540001900,394.36,103,0,노원로,0,0,2020-09-01
