표준링크ID,출발표준노드,도착표준노드,지도상거리,도로등급코드,도로유형코드,도로명,연결로유형코드,통행제한차량유형코드,적용시작일자
1500000100,1500000100,1500000200,27.96,104,0,달구벌대로,0,0,2020-09-01
1500000200,1500000200,1500000100,27.89,104,0,달구벌대로,0,0,2020-09-01
1500000503,1500000300,1500000302,215.56,104,0,달구벌대로,0,0,2020-09-01
1500000504,1500000302,1500000301,95.65,104,0,달구벌대로,0,0,2020-09-01
1500000505,1500000301,1500000303,403.4,104,0,달구벌대로,0,0,2020-09-01
1500000506,1500000303,1500000600,67.41,104,0,달구벌대로,0,0,2020-09-01
1500000603,1500000301,1500000302,95.08,104,0,달구벌대로,0,0,2020-09-01
1500000604,1500000302,1500000300,215.6,104,0,달구벌대로,0,0,2020-09-01
1500000605,1500000600,1500000303,67.23,104,0,달구벌대로,0,0,2020-09-01
1500000606,1500000303,1500000301,402.95,104,0,달구벌대로,0,0,2020-09-01
1500000700,1500000500,1500000400,295.19,104,0,달구벌대로,0,0,2020-09-01
1500000800,1500000400,1500000500,295.3,104,0,달구벌대로,0,0,2020-09-01
1500001100,1500000600,1500000800,505.37,104,0,달구벌대로,0,0,2020-09-01
1500001200,1500000800,1500000600,506.92,104,0,달구벌대로,0,0,2020-09-01
1500001500,1500000900,1500001000,23.94,104,0,명덕로,0,0,2020-09-01
1500001600,1500001000,1500000900,23.94,104,0,명덕로,0,0,2020-09-01
1500001701,1500001000,1500001001,109.84,104,0,명덕로,0,0,2020-09-01
1500001702,1500001001,1500001100,204.09,104,0,명덕로,0,0,2020-09-01
1500001801,1500001100,1500001001,203.68,104,0,명덕로,0,0,2020-09-01
1500001802,1500001001,1500001000,110.25,104,0,명덕로,0,0,2020-09-01
1500001900,1500001000,1500001500,169.87,102,0,신천대로,0,5,2020-09-01
1500002000,1500001500,1500001000,169.87,102,0,신천대로,0,5,2020-09-01
1500002100,1500001100,1500001200,117.55,104,0,명덕로,0,0,2020-09-01
1500002200,1500001200,1500001100,117.55,104,0,명덕로,0,0,2020-09-01
1500002500,1500001200,1500001300,387.05,104,0,명덕로,0,0,2020-09-01
1500002600,1500001300,1500001200,391.63,104,0,명덕로,0,0,2020-09-01
1500002901,1500001300,1500001301,230.63,104,0,명덕로,0,0,2020-09-01
1500002902,1500001301,1500001800,469.76,104,0,명덕로,0,0,2020-09-01
1500003001,1500001800,1500001301,469.13,104,0,명덕로,0,0,2020-09-01
1500003002,1500001301,1500001300,227.8,104,0,명덕로,0,0,2020-09-01
1500003100,1500001300,1500002100,494.06,104,0,이천로,0,0,2020-09-01
1500003200,1500002100,1500001300,491.33,104,0,이천로,0,0,2020-09-01
1500003300,1500001400,1500001600,415.33,104,0,명덕로,0,0,2020-09-01
1500003400,1500001600,1500001400,415.33,104,0,명덕로,0,0,2020-09-01
1500003501,1500001400,1500001401,131.78,104,0,명덕로,0,0,2020-09-01
1500003502,1500001401,1500002000,721,104,0,명덕로,0,0,2020-09-01
1500003601,1500002000,1500001401,718.96,104,0,명덕로,0,0,2020-09-01
1500003602,1500001401,1500001400,133.82,104,0,명덕로,0,0,2020-09-01
1500003701,1500001400,1500001402,83.84,104,0,남산로,0,0,2020-09-01
1500003704,1500001403,1500002700,201.33,104,0,남산로,0,0,2020-09-01
1500003706,1500001404,1500001403,151.86,104,0,남산로,0,0,2020-09-01
1500003707,1500001402,1500001405,198.09,104,0,남산로,0,0,2020-09-01
1500003708,1500001405,1500001404,179.63,104,0,남산로,0,0,2020-09-01
1500003802,1500001402,1500001400,84,104,0,남산로,0,0,2020-09-01
1500003803,1500002700,1500001403,200.93,104,0,남산로,0,0,2020-09-01
1500003805,1500001403,1500001404,151.86,104,0,남산로,0,0,2020-09-01
1500003807,1500001404,1500001405,179.63,104,0,남산로,0,0,2020-09-01
1500003808,1500001405,1500001402,198.33,104,0,남산로,0,0,2020-09-01
1500003900,1500001500,1500001900,349.07,102,0,신천대로,0,5,2020-09-01
1500004000,1500001900,1500001500,353.98,102,0,신천대로,0,5,2020-09-01
1500004100,1500001600,1500001700,37.44,104,0,명덕로,0,0,2020-09-01
1500004200,1500001700,1500001600,37.44,104,0,명덕로,0,0,2020-09-01
1500004300,1500001700,1500001800,261.04,104,0,명덕로,0,0,2020-09-01
1500004400,1500001800,1500001700,261.04,104,0,명덕로,0,0,2020-09-01
1500004700,1500001800,1500002400,500.35,104,0,중앙대로,0,0,2020-09-01
1500004800,1500002400,1500001800,500.35,104,0,중앙대로,0,0,2020-09-01
1500004900,1500001900,1500000200,277.6,102,0,신천대로,0,5,2020-09-01
1500005000,1500000200,1500001900,273.04,102,0,신천대로,0,5,2020-09-01
1500005100,1500001900,1500002600,520.75,102,2,신천대로,0,5,2020-09-01
1500005200,1500002600,1500001900,525.29,102,2,신천대로,0,5,2020-09-01
1500005700,1500002100,1500002200,169.27,104,0,명륜로,0,0,2020-09-01
1500005800,1500002200,1500002100,169.27,104,0,명륜로,0,0,2020-09-01
1500005901,1500002100,1500002101,413.99,104,0,명륜로,0,0,2020-09-01
1500005902,1500002101,1500002400,182.26,104,0,명륜로,0,0,2020-09-01
1500006001,1500002400,1500002101,180.53,104,0,명륜로,0,0,2020-09-01
1500006002,1500002101,1500002100,421.51,104,0,명륜로,0,0,2020-09-01
1500006100,1500002100,1500000500,429.12,104,0,이천로,0,0,2020-09-01
1500006200,1500000500,1500002100,426,104,0,이천로,0,0,2020-09-01
1500006300,1500002200,1500002300,284.73,104,0,명륜로,0,0,2020-09-01
1500006400,1500002300,1500002200,284.72,104,0,명륜로,0,0,2020-09-01
1500006701,1500002300,1500002301,81.53,104,0,동덕로,0,0,2020-09-01
1500006702,1500002301,1500000400,200.96,104,0,동덕로,0,0,2020-09-01
1500006801,1500000400,1500002301,198.96,104,0,동덕로,0,0,2020-09-01
1500006802,1500002301,1500002300,83.53,104,0,동덕로,0,0,2020-09-01
1500006900,1500002400,1500002500,227.74,104,0,명륜로,0,0,2020-09-01
1500007000,1500002500,1500002400,227.74,104,0,명륜로,0,0,2020-09-01
1500007101,1500002400,1500002401,104.16,104,0,중앙대로,0,0,2020-09-01
1500007103,1500002401,1500002402,104.49,104,0,중앙대로,0,0,2020-09-01
1500007105,1500002402,1500002403,85.75,104,0,중앙대로,0,0,2020-09-01
1500007106,1500002403,1500000700,187.28,104,0,중앙대로,0,0,2020-09-01
1500007202,1500002401,1500002400,102.93,104,0,중앙대로,0,0,2020-09-01
1500007204,1500002402,1500002401,102.24,104,0,중앙대로,0,0,2020-09-01
1500007205,1500000700,1500002403,187.37,104,0,중앙대로,0,0,2020-09-01
1500007206,1500002403,1500002402,85.75,104,0,중앙대로,0,0,2020-09-01
1500007300,1500000200,1500002600,247.62,102,0,신천대로,0,5,2020-09-01
1500007400,1500002600,1500000200,247.62,102,0,신천대로,0,5,2020-09-01
1500007500,1500002500,1500000800,551.45,104,0,명륜로,0,0,2020-09-01
1500007600,1500000800,1500002500,551.45,104,0,명륜로,0,0,2020-09-01
1500007900,1500000400,1500003500,473.32,104,0,동덕로,0,0,2020-09-01
1500008000,1500003500,1500000400,473.32,104,0,동덕로,0,0,2020-09-01
1500008100,1500002600,1500002800,131.62,102,0,신천대로,0,5,2020-09-01
1500008200,1500002800,1500002600,131.62,102,0,신천대로,0,5,2020-09-01
1500008300,1500002700,1500000600,136.06,104,0,남산로,0,0,2020-09-01
1500008400,1500000600,1500002700,136.06,104,0,남산로,0,0,2020-09-01
1500008700,1500000500,1500003700,492.9,104,0,공평로,0,0,2020-09-01
1500008800,1500003700,1500000500,489.1,104,0,공평로,0,0,2020-09-01
1500009100,1500002800,1500003100,174.74,102,0,신천대로,0,5,2020-09-01
1500009200,1500003100,1500002800,174.74,102,0,신천대로,0,5,2020-09-01
1500009300,1500000600,1500004100,426.43,104,0,달성로,0,0,2020-09-01
1500009400,1500004100,1500000600,426.43,104,0,달성로,0,0,2020-09-01
1500010100,1500000700,1500003400,190.36,104,0,중앙대로,0,0,2020-09-01
1500010200,1500003400,1500000700,190.36,104,0,중앙대로,0,0,2020-09-01
1500010500,1500003100,1500003900,323.93,102,0,신천대로,0,5,2020-09-01
1500010600,1500003900,1500003100,311.36,102,0,신천대로,0,5,2020-09-01
1500010900,1500000800,1500003600,149.3,104,0,서성로,0,0,2020-09-01
1500011000,1500003600,1500000800,155.21,104,0,서성로,0,0,2020-09-01
1500012100,1500003400,1500005400,423.7,104,0,중앙대로,0,0,2020-09-01
1500012200,1500005400,1500003400,425.48,104,0,중앙대로,0,0,2020-09-01
1500012500,1500003500,1500004400,203.98,104,0,동덕로,0,0,2020-09-01
1500012600,1500004400,1500003500,203.98,104,0,동덕로,0,0,2020-09-01
1500012700,1500003600,1500004500,213.69,104,0,서성로,0,0,2020-09-01
1500012800,1500004500,1500003600,213.69,104,0,서성로,0,0,2020-09-01
1500013100,1500003700,1500004600,199.09,104,0,공평로,0,0,2020-09-01
1500013200,1500004600,1500003700,199.09,104,0,공평로,0,0,2020-09-01
1500013300,1500003800,1500003900,18.53,104,0,국채보상로,0,0,2020-09-01
1500013400,1500003900,1500003800,18.53,104,0,국채보상로,0,0,2020-09-01
1500013700,1500003900,1500006200,624.74,102,0,신천대로,0,5,2020-09-01
1500013800,1500006200,1500003900,621.11,102,0,신천대로,0,5,2020-09-01
1500014300,1500004100,1500005200,207.91,104,0,달성로,0,0,2020-09-01
1500014400,1500005200,1500004100,207.91,104,0,달성로,0,0,2020-09-01
1500014500,1500004200,1500004300,206.32,104,0,국채보상로,0,0,2020-09-01
1500014600,1500004300,1500004200,206.32,104,0,국채보상로,0,0,2020-09-01
1500014900,1500004300,1500004400,219.55,104,0,국채보상로,0,0,2020-09-01
1500015000,1500004400,1500004300,219.55,104,0,국채보상로,0,0,2020-09-01
1500015300,1500004400,1500004600,349.21,104,0,국채보상로,0,0,2020-09-01
1500015400,1500004600,1500004400,349.21,104,0,국채보상로,0,0,2020-09-01
1500015500,1500004400,1500005100,152.28,104,0,동덕로,0,0,2020-09-01
1500015600,1500005100,1500004400,152.28,104,0,동덕로,0,0,2020-09-01
1500015700,1500004500,1500004700,50.55,104,0,서성로,0,0,2020-09-01
1500015800,1500004700,1500004500,50.55,104,0,서성로,0,0,2020-09-01
1500016100,1500004600,1500005600,151.66,104,0,공평로,0,0,2020-09-01
1500016200,1500005600,1500004600,151.66,104,0,공평로,0,0,2020-09-01
1500016300,1500004700,1500005000,200.24,104,0,국채보상로,0,0,2020-09-01
1500016400,1500005000,1500004700,200.24,104,0,국채보상로,0,0,2020-09-01
1500016700,1500004700,1500005500,112.33,104,0,서성로,0,0,2020-09-01
1500016800,1500005500,1500004700,112.33,104,0,서성로,0,0,2020-09-01
1500017300,1500004900,1500005200,251.08,104,0,국채보상로,0,0,2020-09-01
1500017400,1500005200,1500004900,251.08,104,0,국채보상로,0,0,2020-09-01
1500017900,1500005000,1500005300,85.01,104,0,국채보상로,0,0,2020-09-01
1500018000,1500005300,1500005000,85.01,104,0,국채보상로,0,0,2020-09-01
1500018300,1500005100,1500005900,219.74,104,0,동덕로,0,0,2020-09-01
1500018400,1500005900,1500005100,217.07,104,0,동덕로,0,0,2020-09-01
1500018500,1500005200,1500005300,178.78,104,0,국채보상로,0,0,2020-09-01
1500018600,1500005300,1500005200,178.78,104,0,국채보상로,0,0,2020-09-01
1500018700,1500005200,1500006100,314.23,104,0,달성로,0,0,2020-09-01
1500018800,1500006100,1500005200,318.47,104,0,달성로,0,0,2020-09-01
1500019100,1500005400,1500005700,120.36,104,0,중앙대로,0,0,2020-09-01
1500019200,1500005700,1500005400,120.36,104,0,중앙대로,0,0,2020-09-01
1500019900,1500005600,1500006500,277.88,104,0,공평로,0,0,2020-09-01
1500020000,1500006500,1500005600,277.88,104,0,공평로,0,0,2020-09-01
1500020300,1500005800,1500005900,160.34,104,0,태평로,0,0,2020-09-01
1500020400,1500005900,1500005800,160.34,104,0,태평로,0,0,2020-09-01
1500020500,1500005800,1500006000,225.31,104,0,태평로,0,0,2020-09-01
1500020600,1500006000,1500005800,225.31,104,0,태평로,0,0,2020-09-01
1500020700,1500005900,1500006500,318.04,104,0,태평로,0,0,2020-09-01
1500020800,1500006500,1500005900,315.37,104,0,태평로,0,0,2020-09-01
1500020900,1500005900,1540008000,214.7,104,0,신암로,0,0,2020-09-01
1500021000,1540008000,1500005900,221.11,104,0,신암로,0,0,2020-09-01
1500021100,1500006000,1500006200,211.62,104,0,태평로,0,0,2020-09-01
1500021200,1500006200,1500006000,211.62,104,0,태평로,0,0,2020-09-01
1500021900,1500006200,1500006300,18.77,104,0,태평로,0,0,2020-09-01
1500022000,1500006300,1500006200,18.77,104,0,태평로,0,0,2020-09-01
1500022300,1500006300,1510008900,90.85,104,3,태평로,0,0,2020-09-01
1500022400,1510008900,1500006300,90.85,104,3,태평로,0,0,2020-09-01
1500022700,1500006500,1500006800,603.82,104,0,태평로,0,0,2020-09-01
1500022800,1500006800,1500006500,603.82,104,0,태평로,0,0,2020-09-01
1500023301,1500006600,1500006601,137.28,104,0,서성로,0,0,2020-09-01
1500023302,1500006601,1500006900,150.46,104,0,서성로,0,0,2020-09-01
1500023401,1500006900,1500006601,151.71,104,0,서성로,0,0,2020-09-01
1500023402,1500006601,1500006600,137.84,104,0,서성로,0,0,2020-09-01
1500023500,1500006700,1500006800,58.45,104,0,중앙대로,0,0,2020-09-01
1500023600,1500006800,1500006700,58.45,104,0,중앙대로,0,0,2020-09-01
1500023900,1500006800,1540008700,299.14,104,0,중앙대로,0,0,2020-09-01
1500024000,1540008700,1500006800,302.71,104,0,중앙대로,0,0,2020-09-01
1500024101,1500006900,1500006901,242.75,104,0,태평로,0,0,2020-09-01
1500024102,1500006901,1500007100,363.95,104,0,태평로,0,0,2020-09-01
1500024201,1500007100,1500006901,363.02,104,0,태평로,0,0,2020-09-01
1500024202,1500006901,1500006900,243.69,104,0,태평로,0,0,2020-09-01
1500024300,1500006900,1540009000,291.31,104,0,침산로,0,0,2020-09-01
1500024400,1540009000,1500006900,291.31,104,0,침산로,0,0,2020-09-01
1500024700,1500007100,1500007200,338.31,104,0,태평로,0,0,2020-09-01
1500024800,1500007200,1500007100,338.31,104,0,태평로,0,0,2020-09-01
1500024900,1500007100,1540009400,309.52,104,0,원대로,0,0,2020-09-01
1500025000,1540009400,1500007100,320.27,104,0,원대로,0,0,2020-09-01
1500025300,1500007200,1520005800,359.55,104,0,달서천로,0,0,2020-09-01
1500026100,1500002300,1500007300,322.95,104,0,동덕로,0,0,2020-09-01
1500026200,1500007300,1500001100,348.26,104,0,동덕로,0,0,2020-09-01
1500026300,1500001100,1500007300,358.58,104,0,동덕로,0,0,2020-09-01
1500026400,1500007300,1500002300,324.97,104,0,동덕로,0,0,2020-09-01
1500026500,1500000400,1500007400,318.27,104,0,달구벌대로,0,0,2020-09-01
1500026600,1500007400,1500000200,208.22,104,0,달구벌대로,0,0,2020-09-01
1500026700,1500000200,1500007400,214.6,104,0,달구벌대로,0,0,2020-09-01
1500026800,1500007400,1500000400,317.25,104,0,달구벌대로,0,0,2020-09-01
1500028100,1500004200,1500008300,213.46,104,0,국채보상로,0,0,2020-09-01
1500028201,1500008300,1500003901,73.07,104,0,국채보상로,0,0,2020-09-01
1500028202,1500003901,1500003900,137.42,104,0,국채보상로,0,0,2020-09-01
1500028700,1500007300,1500001900,239.56,104,0,동덕로,0,0,2020-09-01
1500028800,1500001900,1500007300,232.32,104,0,동덕로,0,0,2020-09-01
1500029901,1500003900,1500003901,136.74,104,0,국채보상로,0,0,2020-09-01
1500029902,1500003901,1500008300,73.53,104,0,국채보상로,0,0,2020-09-01
1500030000,1500008300,1500004200,213.67,104,0,국채보상로,0,0,2020-09-01
1500030500,1500008700,1500008400,198.42,104,0,동성로2길,0,0,2020-09-01
1500030600,1500008400,1500008700,200.11,104,0,동성로2길,0,0,2020-09-01
1500030700,1500007100,1500009600,157.27,104,0,달성로,0,0,2020-09-01
1500030800,1500006100,1500009600,312.02,104,0,달성로,0,0,2020-09-01
1500030900,1500009600,1500006100,310,104,0,달성로,0,0,2020-09-01
1500031000,1500009600,1500007100,166.91,104,0,달성로,0,0,2020-09-01
1500031900,1500005500,1500009000,144.56,104,0,서성로,0,0,2020-09-01
1500032000,1500006600,1500009000,169.5,104,0,서성로,0,0,2020-09-01
1500032100,1500009000,1500006600,166.58,104,0,서성로,0,0,2020-09-01
1500032200,1500009000,1500005500,141.64,104,0,서성로,0,0,2020-09-01
1500032301,1500009500,1500006801,69.16,104,0,태평로,0,0,2020-09-01
1500032302,1500006801,1500006800,284.09,104,0,태평로,0,0,2020-09-01
1500032400,1500009500,1500006900,274.61,104,0,태평로,0,0,2020-09-01
1500032500,1500006900,1500009500,276.49,104,0,태평로,0,0,2020-09-01
1500032601,1500006800,1500006801,283.05,104,0,태평로,0,0,2020-09-01
1500032602,1500006801,1500009500,72.17,104,0,태평로,0,0,2020-09-01
1500034700,1500005400,1500008600,274.7,104,0,국채보상로,0,0,2020-09-01
1500034800,1500004700,1500008600,349.98,104,0,국채보상로,0,0,2020-09-01
1500034900,1500008600,1500004700,345.95,104,0,국채보상로,0,0,2020-09-01
1500035000,1500008600,1500005400,271.53,104,0,국채보상로,0,0,2020-09-01
1500035100,1500007800,1500008200,168.43,104,0,종로,0,0,2020-09-01
1500035200,1500008200,1500008600,390.3,104,0,종로,0,0,2020-09-01
1500035300,1500008600,1500008200,387.76,104,0,종로,0,0,2020-09-01
1500035400,1500008200,1500007800,167.97,104,0,종로,0,0,2020-09-01
1500035600,1500008200,1500003400,130.11,104,0,남성로,0,0,2020-09-01
1500035700,1500003400,1500008200,132.76,104,0,남성로,0,0,2020-09-01
1500035901,1500000800,1500007801,142.77,104,0,달구벌대로,0,0,2020-09-01
1500035903,1500007801,1500007802,50.87,104,0,달구벌대로,0,0,2020-09-01
1500035904,1500007802,1500007800,223.11,104,0,달구벌대로,0,0,2020-09-01
1500036000,1500000700,1500007800,111.41,104,0,달구벌대로,0,0,2020-09-01
1500036100,1500007800,1500000700,112.02,104,0,달구벌대로,0,0,2020-09-01
1500036202,1500007801,1500000800,147.53,104,0,달구벌대로,0,0,2020-09-01
1500036203,1500007800,1500007802,222.1,104,0,달구벌대로,0,0,2020-09-01
1500036204,1500007802,1500007801,50.87,104,0,달구벌대로,0,0,2020-09-01
1500036300,1500003400,1500008000,165.08,104,0,동성로1길,0,0,2020-09-01
1500036600,1500008000,1500003400,167.47,104,0,동성로1길,0,0,2020-09-01
1500036701,1500000500,1500000501,140.86,104,0,달구벌대로,0,0,2020-09-01
1500036702,1500000501,1500007600,194.9,104,0,달구벌대로,0,0,2020-09-01
1500036800,1500000700,1500007600,255.94,104,0,달구벌대로,0,0,2020-09-01
1500036900,1500007600,1500000700,253.71,104,0,달구벌대로,0,0,2020-09-01
1500037001,1500007600,1500000501,190.99,104,0,달구벌대로,0,0,2020-09-01
1500037002,1500000501,1500000500,140.62,104,0,달구벌대로,0,0,2020-09-01
1500037100,1500005700,1500009200,136.54,104,0,중앙대로,0,0,2020-09-01
1500037200,1500006700,1500009200,147.03,104,0,중앙대로,0,0,2020-09-01
1500037300,1500009200,1500006700,143.86,104,0,중앙대로,0,0,2020-09-01
1500037400,1500009200,1500005700,134.03,104,0,중앙대로,0,0,2020-09-01
1500037501,1500008700,1500004601,124.59,104,0,국채보상로,0,0,2020-09-01
1500037502,1500004601,1500004600,161.86,104,0,국채보상로,0,0,2020-09-01
1500037600,1500008700,1500005400,290.53,104,0,국채보상로,0,0,2020-09-01
1500037700,1500005400,1500008700,290.08,104,0,국채보상로,0,0,2020-09-01
1500037801,1500004600,1500004601,161.12,104,0,국채보상로,0,0,2020-09-01
1500037802,1500004601,1500008700,125.8,104,0,국채보상로,0,0,2020-09-01
1500037900,1500008000,1500008400,425.17,104,0,동성로6길,0,0,2020-09-01
1500038200,1500008400,1500008000,438.1,104,0,동성로6길,0,0,2020-09-01
1500044500,1550016400,1510009400,933.14,104,0,신천동로,0,0,2020-09-01
1500044600,1510009400,1550016400,920.62,104,0,신천동로,0,0,2020-09-01
1500044700,1500006200,1500011200,175.61,102,0,신천대로,0,5,2020-09-01
1500044800,1500011200,1500006200,181.72,102,0,신천대로,0,5,2020-09-01
1510000100,1510000100,1510000200,414.18,103,0,안심로,0,0,2020-09-01
1510000200,1510000200,1510000100,412.56,103,0,안심로,0,0,2020-09-01
1510000300,1510000300,1510000100,511.84,103,0,안심로,0,0,2020-09-01
1510000400,1510000100,1510000300,510.85,103,0,안심로,0,0,2020-09-01
1510000500,1510000400,1510000300,568.56,103,0,안심로,0,0,2020-09-01
1510000600,1510000300,1510000400,568.19,103,0,안심로,0,0,2020-09-01
1510000701,1510000400,1510000401,451.52,103,0,안심로,0,0,2020-09-01
1510000702,1510000401,1510000500,29.87,103,0,안심로,0,0,2020-09-01
1510000801,1510000500,1510000401,29.85,103,0,안심로,0,0,2020-09-01
1510000802,1510000401,1510000400,451.63,103,0,안심로,0,0,2020-09-01
1510001101,1510000500,1510151500,131.14,103,0,안심로,0,0,2020-09-01
1510001102,1510151500,1510000600,226.26,103,0,안심로,0,0,2020-09-01
1510001201,1510000600,1510151500,229.4,103,0,안심로,0,0,2020-09-01
1510001202,1510151500,1510000500,136.78,103,0,안심로,0,0,2020-09-01
1510001500,1510000800,1510000900,101.88,103,0,안심로,0,0,2020-09-01
1510001600,1510000900,1510000800,100.64,103,0,안심로,0,0,2020-09-01
1510001901,1510001501,1510001500,239.87,103,0,안심로,0,0,2020-09-01
1510001912,1510000600,1510102000,91.43,103,0,안심로,0,0,2020-09-01
1510001924,1510102001,1510001501,176.35,103,0,안심로,0,0,2020-09-01
1510001925,1510102000,1510102002,107.61,103,0,안심로,0,0,2020-09-01
1510001926,1510102002,1510102001,116.53,103,0,안심로,0,0,2020-09-01
1510002001,1510001500,1510001501,239.79,103,0,안심로,0,0,2020-09-01
1510002022,1510102000,1510000600,88.24,103,0,안심로,0,0,2020-09-01
1510002023,1510001501,1510102001,176.27,103,0,안심로,0,0,2020-09-01
1510002025,1510102001,1510102002,117.06,103,0,안심로,0,0,2020-09-01
1510002026,1510102002,1510102000,110.12,103,0,안심로,0,0,2020-09-01
1510002100,1510001200,1510001000,557.75,103,0,안심로,0,0,2020-09-01
1510002200,1510001000,1510001200,553.74,103,0,안심로,0,0,2020-09-01
1510002301,1510000900,1510000901,229.35,103,0,안심로,0,0,2020-09-01
1510002302,1510000901,1510001300,410.96,103,0,안심로,0,0,2020-09-01
1510002401,1510001300,1510000901,416.25,103,0,안심로,0,0,2020-09-01
1510002402,1510000901,1510000900,228.76,103,0,안심로,0,0,2020-09-01
1510002500,1510001300,1510001200,136.37,103,0,안심로,0,0,2020-09-01
1510002600,1510001200,1510001300,138.27,103,0,안심로,0,0,2020-09-01
1510002902,1510104800,3600009400,310.54,103,0,대경로,0,0,2020-09-01
1510002903,1510001000,1510001001,200.42,103,0,안심로,0,0,2020-09-01
1510002904,1510001001,1510104800,512.44,103,0,안심로,0,0,2020-09-01
1510003001,3600009400,1510104800,316.7,103,0,대경로,0,0,2020-09-01
1510003003,1510104800,1510001001,502.62,103,0,안심로,0,0,2020-09-01
1510003004,1510001001,1510001000,199.72,103,0,안심로,0,0,2020-09-01
1510003100,1510001600,1510001500,265.79,104,0,동촌로,0,0,2020-09-01
1510003200,1510001500,1510001600,267.21,104,0,동촌로,0,0,2020-09-01
1510003701,1510002001,1510001700,213.26,103,0,동북로,0,0,2020-09-01
1510003702,1510002000,1510002001,104.24,103,0,동북로,0,0,2020-09-01
1510003801,1510001700,1510002001,211.22,103,0,동북로,0,0,2020-09-01
1510003802,1510002001,1510002000,105.28,103,0,동북로,0,0,2020-09-01
1510004300,1510002000,1510002200,176.24,103,0,동북로,0,0,2020-09-01
1510004400,1510002200,1510002000,171.74,103,0,동북로,0,0,2020-09-01
1510004700,1510002200,1510002500,255.31,103,0,동북로,0,0,2020-09-01
1510004800,1510002500,1510002200,248.45,103,0,동북로,0,0,2020-09-01
1510005100,1510002500,1510002400,220.8,103,0,동북로,0,0,2020-09-01
1510005200,1510002400,1510002500,198.85,103,0,동북로,0,0,2020-09-01
1510005300,1510002900,1510002400,168.72,103,0,동북로,0,0,2020-09-01
1510005400,1510002400,1510002900,168.43,103,0,동북로,0,0,2020-09-01
1510005700,1510002900,1510003000,25.39,103,0,동북로,0,0,2020-09-01
1510005800,1510003000,1510002900,25.3,103,0,동북로,0,0,2020-09-01
1510006100,1510003300,1510003000,434.31,103,0,동북로,0,0,2020-09-01
1510006200,1510003000,1510003300,435.83,103,0,동북로,0,0,2020-09-01
1510006700,1510003000,1510003400,729.17,103,1,동북로,0,0,2020-09-01
1510006800,1510003400,1510003000,727.11,103,1,동북로,0,0,2020-09-01
1510006902,1510003201,1510003500,311.03,104,0,동촌로,0,0,2020-09-01
1510006903,1510003200,1510003202,306.37,104,0,동촌로,0,0,2020-09-01
1510006904,1510003202,1510003201,101.37,104,0,동촌로,0,0,2020-09-01
1510007001,1510003500,1510003201,311.35,104,0,동촌로,0,0,2020-09-01
1510007003,1510003201,1510003202,101.17,104,0,동촌로,0,0,2020-09-01
1510007004,1510003202,1510003200,306.7,104,0,동촌로,0,0,2020-09-01
1510007302,1510003600,1510003301,372.36,104,0,아양로,0,0,2020-09-01
1510007303,1510003301,1510003302,75.89,104,0,아양로,0,0,2020-09-01
1510007304,1510003302,1510003300,287.13,104,0,아양로,0,0,2020-09-01
1510007402,1510003301,1510003600,377.07,104,0,아양로,0,0,2020-09-01
1510007403,1510003300,1510003302,286.67,104,0,아양로,0,0,2020-09-01
1510007404,1510003302,1510003301,76.16,104,0,아양로,0,0,2020-09-01
1510007500,1510003400,1510003300,295.22,103,0,동북로,0,0,2020-09-01
1510007600,1510003300,1510003400,293.13,103,0,동북로,0,0,2020-09-01
1510007700,1510003600,1510003700,48.68,104,0,아양로,0,0,2020-09-01
1510007800,1510003700,1510003600,41.86,104,0,아양로,0,0,2020-09-01
1510007900,1510003700,1510003900,232.32,104,3,아양로,0,0,2020-09-01
1510008000,1510003900,1510003700,230.58,104,3,아양로,0,0,2020-09-01
1510008101,1510003400,1510003401,335.55,103,0,동북로,0,0,2020-09-01
1510008103,1510003401,1510003402,278.44,103,0,동북로,0,0,2020-09-01
1510008104,1510003402,1540000500,134.28,103,0,동북로,0,0,2020-09-01
1510008202,1510003401,1510003400,335.76,103,0,동북로,0,0,2020-09-01
1510008203,1540000500,1510003402,134.33,103,0,동북로,0,0,2020-09-01
1510008204,1510003402,1510003401,275.74,103,0,동북로,0,0,2020-09-01
1510008300,1510004100,1510003500,919.63,104,0,동촌로,0,0,2020-09-01
1510008400,1510003500,1510004100,918.33,104,0,동촌로,0,0,2020-09-01
1510008500,1510004000,1510003900,20.37,104,0,아양로,0,0,2020-09-01
1510008600,1510003900,1510004000,20.37,104,0,아양로,0,0,2020-09-01
1510008700,1510004100,1510004000,268.27,104,0,아양로,0,0,2020-09-01
1510008800,1510004000,1510004100,268.32,104,0,아양로,0,0,2020-09-01
1510013500,1510000100,1510008100,675.83,104,0,경안로,0,0,2020-09-01
1510013600,1510008100,1510000100,675.83,104,0,경안로,0,0,2020-09-01
1510014700,1510005900,1510006000,249.2,104,0,국채보상로,0,0,2020-09-01
1510014800,1510006000,1510005900,251.18,104,0,국채보상로,0,0,2020-09-01
1510015100,1510005900,1510006600,152.23,104,0,화랑로,0,0,2020-09-01
1510015200,1510006600,1510005900,152.23,104,0,화랑로,0,0,2020-09-01
1510015301,1510006000,1510006001,169.3,104,0,국채보상로,0,0,2020-09-01
1510015302,1510006001,1510006100,89.47,104,0,국채보상로,0,0,2020-09-01
1510015401,1510006100,1510006001,88.88,104,0,국채보상로,0,0,2020-09-01
